id,user_id,schedule,drinking,smoking,workout_freq,diet,pet_view,spending_view,saving_view,travel_pref,interests,personality,created_at,updated_at
434,434,late,never,occasionally,weekly,vegan,reject,balanced,conservative,"[""mountain"",""museum""]","[""music"",""yoga""]",,2025-08-28 09:27:13,2025-08-28 09:27:13
435,435,late,often,often,daily,vegan,reject,balanced,aggressive,"[""sea""]","[""hiking"",""yoga"",""boardgame"",""football""]",ESFJ,2025-08-09 09:27:13,2025-08-09 09:27:13
436,436,normal,occasionally,often,none,low_carb,reject,frugal,balanced,"[""desert"",""mountain"",""roadtrip""]","[""movie"",""running""]",ISTP,2025-08-07 09:27:13,2025-08-07 09:27:13
437,437,normal,never,often,weekly,vegetarian,reject,luxury,aggressive,"[""museum""]","[""reading"",""music"",""hiking""]",ENFP,2025-09-06 09:27:13,2025-09-06 09:27:13
438,438,normal,never,never,daily,keto,allergic,frugal,balanced,"[""island"",""citywalk"",""museum""]","[""reading"",""hiking"",""coding"",""cooking""]",ISFJ,2025-08-07 09:27:13,2025-08-07 09:27:13
439,439,normal,often,never,3+weekly,vegetarian,ok,luxury,conservative,"[""desert""]","[""movie"",""gaming"",""music""]",ENFP,2025-06-23 09:27:13,2025-06-23 09:27:13
440,440,normal,occasionally,never,3+weekly,halal,reject,luxury,balanced,"[""museum"",""sea"",""roadtrip""]","[""coding"",""gaming"",""football""]",INTJ,2025-07-23 09:27:13,2025-07-23 09:27:13
441,441,late,never,occasionally,3+weekly,low_carb,allergic,luxury,balanced,"[""desert""]","[""football"",""travel"",""photography""]",INTJ,2025-07-02 09:27:13,2025-07-02 09:27:13
442,442,late,never,often,none,keto,ok,frugal,conservative,"[""roadtrip""]","[""photography"",""coding"",""football"",""basketball""]",ISFJ,2025-08-14 09:27:13,2025-08-14 09:27:13
443,443,late,never,occasionally,3+weekly,vegetarian,reject,luxury,conservative,"[""sea"",""museum"",""island""]","[""boardgame"",""movie""]",ISFJ,2025-09-08 09:27:13,2025-09-08 09:27:13
444,444,late,often,never,3+weekly,halal,reject,frugal,balanced,"[""roadtrip"",""island"",""sea""]","[""photography"",""travel"",""boardgame"",""cooking"",""yoga""]",ENTP,2025-08-18 09:27:13,2025-08-18 09:27:13
445,445,late,often,never,none,keto,allergic,frugal,balanced,"[""island"",""roadtrip"",""citywalk""]","[""boardgame"",""football"",""running""]",,2025-07-04 09:27:13,2025-07-04 09:27:13
446,446,normal,often,never,daily,keto,allergic,luxury,aggressive,"[""mountain""]","[""gaming"",""movie""]",,2025-09-02 09:27:13,2025-09-02 09:27:13
447,447,early,occasionally,occasionally,weekly,vegan,reject,luxury,conservative,"[""sea"",""island"",""museum""]","[""coding"",""gaming"",""hiking"",""reading""]",ENTP,2025-07-28 09:27:13,2025-07-28 09:27:13
448,448,late,often,occasionally,none,low_carb,reject,luxury,balanced,"[""island"",""roadtrip""]","[""reading"",""coding"",""football"",""gaming"",""basketball""]",ISTP,2025-07-18 09:27:13,2025-07-18 09:27:13
449,449,late,never,never,weekly,normal,reject,balanced,aggressive,"[""museum""]","[""photography"",""music"",""football"",""cooking""]",,2025-06-27 09:27:13,2025-06-27 09:27:13
450,450,normal,often,occasionally,daily,vegetarian,reject,luxury,balanced,"[""island"",""museum""]","[""cooking"",""reading"",""photography""]",ESFJ,2025-08-13 09:27:13,2025-08-13 09:27:13
451,451,late,occasionally,often,none,keto,love,balanced,balanced,"[""desert""]","[""basketball"",""gaming"",""movie"",""yoga"",""running""]",,2025-07-25 09:27:13,2025-07-25 09:27:13
452,452,normal,occasionally,never,3+weekly,low_carb,love,balanced,aggressive,"[""museum""]","[""coding"",""running"",""boardgame"",""cooking"",""photography"",""hiking""]",ESFJ,2025-07-14 09:27:13,2025-07-14 09:27:13
453,453,early,occasionally,occasionally,daily,low_carb,reject,luxury,conservative,"[""sea"",""museum""]","[""travel"",""reading"",""cooking"",""basketball""]",INTJ,2025-07-18 09:27:13,2025-07-18 09:27:13
454,454,early,occasionally,never,weekly,low_carb,ok,balanced,balanced,"[""roadtrip"",""island""]","[""coding"",""basketball""]",ENFP,2025-08-21 09:27:13,2025-08-21 09:27:13
455,455,early,occasionally,often,none,normal,allergic,balanced,conservative,"[""citywalk""]","[""cooking"",""football"",""gaming"",""photography"",""running""]",INTJ,2025-09-14 09:27:13,2025-09-14 09:27:13
456,456,late,occasionally,often,none,halal,reject,luxury,aggressive,"[""citywalk"",""mountain""]","[""coding"",""hiking"",""cooking"",""gaming"",""music""]",INTJ,2025-09-03 09:27:13,2025-09-03 09:27:13
457,457,normal,never,occasionally,none,normal,ok,frugal,aggressive,"[""citywalk""]","[""cooking"",""gaming""]",ISTP,2025-09-13 09:27:13,2025-09-13 09:27:13
458,458,early,often,often,none,normal,love,frugal,balanced,"[""sea""]","[""photography"",""reading"",""gaming"",""boardgame""]",,2025-08-01 09:27:13,2025-08-01 09:27:13
459,459,early,occasionally,often,3+weekly,keto,reject,luxury,balanced,"[""island""]","[""running"",""music"",""basketball"",""photography""]",ISTP,2025-07-01 09:27:13,2025-07-01 09:27:13
460,460,late,never,often,3+weekly,halal,reject,luxury,balanced,"[""museum"",""sea""]","[""movie"",""boardgame"",""basketball"",""cooking"",""yoga"",""running""]",INTJ,2025-06-28 09:27:13,2025-06-28 09:27:13
461,461,late,often,occasionally,none,keto,ok,luxury,conservative,"[""desert"",""roadtrip""]","[""cooking"",""basketball"",""hiking"",""movie"",""travel""]",INTJ,2025-07-10 09:27:13,2025-07-10 09:27:13
462,462,late,never,never,3+weekly,normal,allergic,balanced,balanced,"[""desert"",""museum""]","[""travel"",""cooking"",""coding"",""hiking"",""basketball"",""boardgame""]",INTJ,2025-08-12 09:27:13,2025-08-12 09:27:13
463,463,normal,occasionally,occasionally,3+weekly,normal,ok,luxury,balanced,"[""sea"",""desert""]","[""movie"",""travel"",""coding""]",ENTP,2025-08-17 09:27:13,2025-08-17 09:27:13
464,464,late,often,never,weekly,low_carb,ok,frugal,balanced,"[""roadtrip""]","[""cooking"",""hiking"",""movie"",""football"",""reading"",""boardgame""]",ISTP,2025-08-04 09:27:13,2025-08-04 09:27:13
465,465,early,occasionally,never,none,halal,reject,frugal,conservative,"[""mountain""]","[""boardgame"",""music""]",ISFJ,2025-07-03 09:27:13,2025-07-03 09:27:13
466,466,late,often,occasionally,daily,keto,ok,luxury,aggressive,"[""island""]","[""music"",""coding"",""travel"",""movie"",""football"",""basketball""]",ISTP,2025-08-10 09:27:13,2025-08-10 09:27:13
467,467,early,never,never,weekly,keto,allergic,luxury,conservative,"[""citywalk"",""museum""]","[""basketball"",""movie""]",ENTP,2025-09-12 09:27:13,2025-09-12 09:27:13
468,468,early,never,occasionally,none,keto,allergic,frugal,balanced,"[""museum""]","[""travel"",""photography""]",INTJ,2025-08-08 09:27:13,2025-08-08 09:27:13
469,469,late,often,never,3+weekly,normal,love,balanced,balanced,"[""museum"",""mountain"",""sea""]","[""movie"",""boardgame"",""gaming"",""reading"",""cooking""]",ENTP,2025-08-27 09:27:13,2025-08-27 09:27:13
470,470,late,occasionally,occasionally,none,keto,ok,frugal,balanced,"[""mountain"",""island"",""citywalk""]","[""basketball"",""running""]",ESFJ,2025-07-25 09:27:13,2025-07-25 09:27:13
471,471,early,occasionally,never,3+weekly,keto,allergic,frugal,aggressive,"[""mountain"",""roadtrip"",""citywalk""]","[""movie"",""cooking"",""running"",""gaming"",""travel"",""football""]",INTJ,2025-06-22 09:27:13,2025-06-22 09:27:13
472,472,late,occasionally,often,weekly,normal,love,luxury,aggressive,"[""roadtrip"",""mountain"",""sea""]","[""reading"",""movie"",""music""]",ENFP,2025-08-04 09:27:13,2025-08-04 09:27:13
473,473,normal,never,occasionally,weekly,halal,ok,luxury,conservative,"[""island"",""citywalk"",""sea""]","[""coding"",""hiking"",""yoga"",""gaming"",""travel"",""photography""]",,2025-07-21 09:27:13,2025-07-21 09:27:13
474,474,late,occasionally,never,daily,vegetarian,allergic,frugal,aggressive,"[""citywalk"",""roadtrip""]","[""yoga"",""movie"",""travel"",""gaming""]",INTJ,2025-09-14 09:27:13,2025-09-14 09:27:13
475,475,late,never,occasionally,daily,halal,allergic,balanced,aggressive,"[""desert""]","[""hiking"",""movie"",""boardgame""]",ISFJ,2025-09-06 09:27:13,2025-09-06 09:27:13
476,476,early,often,occasionally,3+weekly,normal,reject,balanced,balanced,"[""mountain"",""desert"",""museum""]","[""boardgame"",""photography"",""movie""]",ISFJ,2025-08-24 09:27:13,2025-08-24 09:27:13
477,477,early,occasionally,occasionally,daily,vegetarian,reject,balanced,balanced,"[""museum"",""roadtrip""]","[""hiking"",""reading"",""yoga"",""movie""]",ISTP,2025-07-03 09:27:13,2025-07-03 09:27:13
478,478,early,often,often,weekly,vegetarian,allergic,frugal,aggressive,"[""sea""]","[""gaming"",""hiking"",""yoga"",""photography"",""music"",""travel""]",,2025-07-18 09:27:13,2025-07-18 09:27:13
479,479,late,occasionally,often,daily,keto,reject,luxury,aggressive,"[""island"",""mountain"",""roadtrip""]","[""cooking"",""movie""]",ISFJ,2025-06-29 09:27:13,2025-06-29 09:27:13
480,480,early,often,often,3+weekly,halal,allergic,balanced,balanced,"[""roadtrip"",""citywalk""]","[""boardgame"",""photography"",""reading"",""gaming"",""hiking"",""cooking""]",ESFJ,2025-07-17 09:27:13,2025-07-17 09:27:13
481,481,early,never,occasionally,daily,low_carb,ok,frugal,conservative,"[""museum"",""desert"",""roadtrip""]","[""coding"",""running""]",ESFJ,2025-07-25 09:27:13,2025-07-25 09:27:13
482,482,early,never,never,3+weekly,vegan,allergic,frugal,aggressive,"[""desert"",""island""]","[""cooking"",""music"",""hiking"",""travel"",""reading""]",ENFP,2025-06-21 09:27:13,2025-06-21 09:27:13
483,483,early,never,often,none,keto,allergic,luxury,aggressive,"[""museum"",""sea""]","[""coding"",""cooking"",""movie"",""gaming"",""travel""]",,2025-08-12 09:27:13,2025-08-12 09:27:13
484,484,normal,often,never,weekly,keto,love,balanced,aggressive,"[""island"",""museum""]","[""gaming"",""travel""]",ENFP,2025-07-22 09:27:13,2025-07-22 09:27:13
485,485,late,often,never,3+weekly,low_carb,love,luxury,aggressive,"[""citywalk"",""museum""]","[""football"",""photography"",""reading"",""boardgame"",""basketball""]",ISTP,2025-09-06 09:27:13,2025-09-06 09:27:13
486,486,early,never,occasionally,daily,normal,reject,frugal,conservative,"[""sea""]","[""football"",""music"",""cooking"",""boardgame"",""travel"",""coding""]",ENFP,2025-07-08 09:27:13,2025-07-08 09:27:13
487,487,late,often,often,weekly,keto,ok,luxury,conservative,"[""citywalk"",""island"",""roadtrip""]","[""gaming"",""movie"",""travel""]",ENTP,2025-07-08 09:27:13,2025-07-08 09:27:13
488,488,early,occasionally,occasionally,weekly,vegan,love,luxury,balanced,"[""roadtrip"",""mountain""]","[""coding"",""photography""]",ISFJ,2025-09-10 09:27:13,2025-09-10 09:27:13
489,489,late,occasionally,occasionally,weekly,vegan,reject,luxury,conservative,"[""museum"",""island"",""mountain""]","[""basketball"",""gaming"",""reading"",""boardgame"",""coding""]",ENFP,2025-07-25 09:27:13,2025-07-25 09:27:13
490,490,late,occasionally,occasionally,none,low_carb,allergic,balanced,aggressive,"[""museum"",""desert""]","[""cooking"",""boardgame"",""travel"",""yoga"",""photography""]",ENTP,2025-08-15 09:27:13,2025-08-15 09:27:13
491,491,early,occasionally,occasionally,daily,halal,love,frugal,aggressive,"[""desert"",""roadtrip""]","[""photography"",""yoga"",""running""]",ISTP,2025-06-16 09:27:13,2025-06-16 09:27:13
492,492,early,occasionally,often,none,low_carb,reject,balanced,balanced,"[""mountain""]","[""hiking"",""gaming"",""music"",""photography"",""coding"",""boardgame""]",INTJ,2025-09-04 09:27:13,2025-09-04 09:27:13
493,493,normal,often,occasionally,weekly,halal,ok,luxury,aggressive,"[""island""]","[""coding"",""cooking"",""movie"",""yoga"",""hiking""]",INTJ,2025-08-15 09:27:13,2025-08-15 09:27:13
494,494,early,occasionally,occasionally,3+weekly,keto,reject,luxury,conservative,"[""roadtrip""]","[""football"",""basketball""]",ENTP,2025-09-12 09:27:13,2025-09-12 09:27:13
495,495,late,often,often,daily,low_carb,reject,balanced,conservative,"[""roadtrip""]","[""travel"",""boardgame""]",,2025-07-25 09:27:13,2025-07-25 09:27:13
496,496,early,never,often,3+weekly,vegetarian,ok,frugal,conservative,"[""mountain""]","[""football"",""cooking"",""yoga""]",ISFJ,2025-09-01 09:27:13,2025-09-01 09:27:13
497,497,normal,never,never,daily,keto,reject,balanced,balanced,"[""roadtrip"",""citywalk""]","[""coding"",""cooking"",""running"",""basketball"",""reading"",""photography""]",ISFJ,2025-06-22 09:27:13,2025-06-22 09:27:13
498,498,late,often,never,daily,low_carb,reject,balanced,conservative,"[""mountain"",""sea""]","[""hiking"",""boardgame"",""football"",""travel"",""coding""]",ENFP,2025-08-26 09:27:13,2025-08-26 09:27:13
499,499,normal,never,occasionally,weekly,vegetarian,allergic,balanced,balanced,"[""sea"",""museum"",""roadtrip""]","[""music"",""movie"",""photography"",""yoga"",""football""]",ENFP,2025-07-09 09:27:13,2025-07-09 09:27:13
500,500,early,often,often,3+weekly,low_carb,reject,balanced,balanced,"[""island""]","[""yoga"",""movie"",""music"",""basketball"",""photography""]",ESFJ,2025-09-10 09:27:13,2025-11-05 08:04:04
501,501,normal,never,never,daily,vegan,love,frugal,aggressive,"[""sea""]","[""reading"",""football"",""coding"",""photography"",""travel""]",ENFP,2025-06-24 09:27:13,2025-06-24 09:27:13
502,502,normal,occasionally,never,none,low_carb,love,frugal,conservative,"[""desert""]","[""photography"",""basketball"",""football"",""travel"",""reading"",""coding""]",INTJ,2025-09-07 09:27:13,2025-09-07 09:27:13
503,503,normal,never,occasionally,none,vegetarian,love,balanced,conservative,"[""citywalk"",""roadtrip""]","[""cooking"",""gaming"",""reading"",""boardgame""]",ENFP,2025-06-27 09:27:13,2025-06-27 09:27:13
504,504,early,occasionally,often,weekly,low_carb,allergic,frugal,conservative,"[""citywalk"",""mountain""]","[""basketball"",""music""]",ISTP,2025-08-03 09:27:13,2025-08-03 09:27:13
505,505,early,often,occasionally,daily,keto,ok,balanced,balanced,"[""island"",""mountain""]","[""running"",""photography""]",,2025-06-23 09:27:13,2025-06-23 09:27:13
506,506,late,occasionally,often,daily,vegetarian,love,frugal,conservative,"[""desert"",""mountain""]","[""coding"",""football"",""photography"",""music"",""travel""]",,2025-07-17 09:27:13,2025-07-17 09:27:13
507,507,late,occasionally,never,3+weekly,vegan,love,frugal,aggressive,"[""roadtrip"",""citywalk""]","[""football"",""basketball"",""photography"",""running"",""coding""]",,2025-07-13 09:27:13,2025-07-13 09:27:13
508,508,normal,often,often,weekly,vegan,ok,balanced,aggressive,"[""citywalk""]","[""gaming"",""cooking"",""yoga"",""running""]",ESFJ,2025-07-16 09:27:13,2025-07-16 09:27:13
509,509,late,occasionally,never,3+weekly,keto,reject,luxury,aggressive,"[""desert"",""mountain"",""roadtrip""]","[""boardgame"",""reading"",""cooking"",""travel""]",ENTP,2025-08-29 09:27:13,2025-08-29 09:27:13
510,510,normal,never,never,weekly,keto,love,luxury,conservative,"[""museum"",""citywalk"",""roadtrip""]","[""running"",""yoga"",""movie"",""photography"",""travel""]",,2025-09-05 09:27:13,2025-09-05 09:27:13
511,511,early,occasionally,often,3+weekly,vegetarian,love,luxury,balanced,"[""island""]","[""photography"",""boardgame""]",INTJ,2025-06-21 09:27:13,2025-06-21 09:27:13
512,512,early,never,occasionally,weekly,vegetarian,ok,balanced,balanced,"[""citywalk"",""sea""]","[""travel"",""basketball""]",INTJ,2025-08-16 09:27:13,2025-08-16 09:27:13
513,513,normal,never,occasionally,weekly,low_carb,ok,frugal,balanced,"[""sea"",""desert""]","[""running"",""football"",""hiking""]",,2025-08-25 09:27:13,2025-08-25 09:27:13
514,514,early,occasionally,never,none,low_carb,allergic,balanced,conservative,"[""island"",""mountain"",""desert""]","[""boardgame"",""movie""]",ESFJ,2025-06-21 09:27:13,2025-06-21 09:27:13
515,515,early,often,often,weekly,halal,reject,luxury,balanced,"[""island"",""museum"",""citywalk""]","[""basketball"",""gaming"",""movie""]",ISTP,2025-06-26 09:27:13,2025-06-26 09:27:13
516,516,early,often,often,daily,vegetarian,love,balanced,aggressive,"[""sea"",""citywalk"",""mountain""]","[""boardgame"",""reading""]",,2025-07-30 09:27:13,2025-07-30 09:27:13
517,517,early,occasionally,often,none,vegetarian,allergic,luxury,aggressive,"[""museum""]","[""coding"",""gaming"",""boardgame"",""cooking""]",ENTP,2025-06-29 09:27:13,2025-06-29 09:27:13
518,518,early,never,occasionally,none,keto,reject,luxury,conservative,"[""citywalk"",""museum""]","[""music"",""football"",""boardgame"",""basketball""]",ISFJ,2025-06-30 09:27:13,2025-06-30 09:27:13
519,519,late,occasionally,never,weekly,halal,ok,luxury,conservative,"[""island""]","[""cooking"",""movie"",""music"",""football"",""gaming""]",ISTP,2025-08-04 09:27:13,2025-08-04 09:27:13
520,520,late,often,often,3+weekly,halal,ok,frugal,conservative,"[""mountain"",""museum""]","[""gaming"",""coding"",""photography""]",ESFJ,2025-08-01 09:27:13,2025-08-01 09:27:13
521,521,late,never,often,daily,keto,ok,balanced,balanced,"[""citywalk""]","[""music"",""cooking"",""hiking"",""boardgame""]",ENFP,2025-08-10 09:27:13,2025-08-10 09:27:13
522,522,normal,never,occasionally,weekly,low_carb,love,luxury,balanced,"[""citywalk"",""roadtrip""]","[""hiking"",""reading"",""boardgame""]",ENFP,2025-08-29 09:27:13,2025-08-29 09:27:13
523,523,normal,often,occasionally,3+weekly,normal,reject,luxury,aggressive,"[""museum""]","[""music"",""boardgame"",""running"",""basketball""]",ISFJ,2025-07-24 09:27:13,2025-07-24 09:27:13
524,524,normal,never,never,weekly,normal,ok,balanced,balanced,"[""museum""]","[""gaming"",""basketball"",""running"",""yoga"",""photography"",""football""]",ISTP,2025-08-21 09:27:13,2025-08-21 09:27:13
525,525,late,often,often,none,normal,love,balanced,conservative,"[""desert"",""sea""]","[""coding"",""running"",""gaming"",""music"",""reading"",""travel""]",,2025-06-29 09:27:13,2025-06-29 09:27:13
526,526,early,often,occasionally,3+weekly,vegetarian,reject,luxury,balanced,"[""roadtrip""]","[""coding"",""basketball""]",INTJ,2025-08-30 09:27:13,2025-08-30 09:27:13
527,527,normal,often,occasionally,weekly,low_carb,love,frugal,aggressive,"[""museum"",""citywalk"",""desert""]","[""hiking"",""movie"",""gaming""]",ISTP,2025-09-05 09:27:13,2025-09-05 09:27:13
528,528,early,occasionally,never,none,low_carb,love,balanced,conservative,"[""sea"",""desert"",""island""]","[""boardgame"",""hiking"",""coding"",""gaming"",""reading"",""music""]",ISFJ,2025-07-10 09:27:13,2025-07-10 09:27:13
529,529,late,never,often,daily,vegan,reject,luxury,conservative,"[""roadtrip"",""citywalk""]","[""photography"",""music"",""movie"",""running""]",ENTP,2025-07-25 09:27:13,2025-07-25 09:27:13
530,530,normal,never,never,weekly,low_carb,reject,frugal,balanced,"[""roadtrip"",""desert"",""mountain""]","[""football"",""music"",""hiking"",""boardgame"",""photography"",""yoga""]",ESFJ,2025-08-17 09:27:13,2025-08-17 09:27:13
531,531,late,occasionally,never,none,low_carb,ok,balanced,aggressive,"[""desert"",""roadtrip"",""museum""]","[""cooking"",""travel"",""movie"",""boardgame""]",ESFJ,2025-07-20 09:27:13,2025-07-20 09:27:13
532,532,normal,often,never,3+weekly,keto,love,frugal,aggressive,"[""island"",""desert""]","[""music"",""reading"",""basketball"",""hiking"",""gaming"",""football""]",ESFJ,2025-09-05 09:27:13,2025-09-05 09:27:13
533,533,normal,occasionally,often,daily,vegan,allergic,luxury,balanced,"[""citywalk"",""museum""]","[""basketball"",""movie"",""coding"",""travel"",""running""]",ISFJ,2025-09-03 09:27:13,2025-09-03 09:27:13
534,534,early,never,never,none,vegetarian,reject,balanced,balanced,"[""sea""]","[""travel"",""gaming"",""coding"",""reading"",""running""]",,2025-09-10 09:27:13,2025-09-10 09:27:13
535,535,late,occasionally,never,weekly,normal,love,frugal,aggressive,"[""citywalk"",""desert""]","[""coding"",""football"",""yoga"",""basketball"",""running""]",ISFJ,2025-07-25 09:27:13,2025-07-25 09:27:13
536,536,early,never,often,none,low_carb,reject,luxury,aggressive,"[""roadtrip""]","[""running"",""yoga"",""coding"",""photography"",""gaming""]",ISFJ,2025-09-07 09:27:13,2025-09-07 09:27:13
537,537,normal,occasionally,often,daily,vegetarian,ok,balanced,aggressive,"[""roadtrip"",""desert""]","[""running"",""photography""]",ISTP,2025-09-12 09:27:13,2025-09-12 09:27:13
538,538,normal,occasionally,often,3+weekly,low_carb,love,luxury,balanced,"[""mountain""]","[""hiking"",""coding"",""yoga"",""reading"",""music"",""boardgame""]",,2025-08-13 09:27:13,2025-08-13 09:27:13
539,539,late,occasionally,occasionally,none,halal,ok,balanced,conservative,"[""sea""]","[""boardgame"",""travel""]",ENTP,2025-08-09 09:27:13,2025-08-09 09:27:13
540,540,early,never,occasionally,weekly,halal,reject,balanced,aggressive,"[""mountain"",""citywalk""]","[""reading"",""travel"",""hiking"",""basketball"",""running"",""boardgame""]",ESFJ,2025-08-18 09:27:13,2025-08-18 09:27:13
541,541,early,often,often,daily,vegan,ok,luxury,balanced,"[""citywalk"",""mountain""]","[""coding"",""reading"",""photography"",""travel"",""boardgame""]",INTJ,2025-06-16 09:27:13,2025-06-16 09:27:13
542,542,late,never,often,weekly,vegetarian,allergic,luxury,balanced,"[""sea""]","[""movie"",""yoga"",""cooking"",""gaming""]",,2025-06-22 09:27:13,2025-06-22 09:27:13
543,543,early,never,occasionally,3+weekly,vegetarian,reject,frugal,conservative,"[""roadtrip"",""desert""]","[""travel"",""gaming""]",ENTP,2025-09-09 09:27:13,2025-09-09 09:27:13
544,544,normal,occasionally,occasionally,3+weekly,normal,love,balanced,balanced,"[""citywalk""]","[""coding"",""hiking"",""yoga"",""cooking"",""travel""]",ISTP,2025-06-17 09:27:13,2025-06-17 09:27:13
545,545,late,occasionally,never,weekly,keto,ok,balanced,conservative,"[""desert""]","[""running"",""football""]",ESFJ,2025-08-09 09:27:13,2025-08-09 09:27:13
546,546,early,occasionally,often,weekly,vegan,allergic,frugal,aggressive,"[""sea""]","[""gaming"",""cooking"",""movie""]",INTJ,2025-07-03 09:27:13,2025-07-03 09:27:13
547,547,normal,occasionally,never,3+weekly,halal,allergic,balanced,conservative,"[""desert"",""museum""]","[""movie"",""gaming"",""travel"",""photography""]",,2025-09-05 09:27:13,2025-09-05 09:27:13
548,548,early,often,occasionally,daily,keto,ok,balanced,aggressive,"[""island"",""sea""]","[""reading"",""photography"",""running"",""football"",""yoga""]",,2025-07-10 09:27:13,2025-07-10 09:27:13
549,549,late,occasionally,never,weekly,vegan,allergic,luxury,aggressive,"[""sea"",""museum""]","[""gaming"",""photography""]",,2025-07-11 09:27:13,2025-07-11 09:27:13
550,550,early,often,often,3+weekly,normal,allergic,balanced,aggressive,"[""roadtrip"",""island"",""sea""]","[""coding"",""boardgame"",""football""]",INTJ,2025-09-14 09:27:13,2025-09-14 09:27:13
551,551,early,never,never,weekly,normal,love,balanced,aggressive,"[""museum"",""mountain"",""roadtrip""]","[""photography"",""football"",""travel"",""gaming"",""hiking""]",ESFJ,2025-08-16 09:27:13,2025-08-16 09:27:13
552,552,late,often,occasionally,3+weekly,halal,love,frugal,conservative,"[""mountain"",""citywalk"",""island""]","[""reading"",""coding"",""football"",""music"",""running""]",ENFP,2025-07-02 09:27:13,2025-07-02 09:27:13
553,553,normal,often,never,3+weekly,vegan,allergic,frugal,conservative,"[""desert"",""sea"",""museum""]","[""yoga"",""reading""]",,2025-07-03 09:27:13,2025-07-03 09:27:13
554,554,normal,occasionally,often,daily,vegetarian,allergic,frugal,conservative,"[""island"",""sea""]","[""boardgame"",""coding""]",ESFJ,2025-06-23 09:27:13,2025-06-23 09:27:13
555,555,late,often,occasionally,3+weekly,halal,love,frugal,balanced,"[""roadtrip"",""mountain""]","[""coding"",""gaming""]",ESFJ,2025-06-30 09:27:13,2025-06-30 09:27:13
556,556,normal,never,often,3+weekly,halal,ok,frugal,aggressive,"[""citywalk"",""mountain""]","[""music"",""yoga"",""cooking""]",ISTP,2025-06-23 09:27:13,2025-06-23 09:27:13
557,557,normal,occasionally,never,weekly,normal,allergic,frugal,conservative,"[""mountain"",""desert""]","[""music"",""running"",""gaming"",""hiking""]",ENTP,2025-07-02 09:27:13,2025-07-02 09:27:13
558,558,late,never,occasionally,weekly,keto,love,frugal,aggressive,"[""museum""]","[""yoga"",""cooking"",""movie""]",ISTP,2025-07-01 09:27:13,2025-07-01 09:27:13
559,559,early,often,occasionally,none,normal,love,frugal,conservative,"[""museum"",""island"",""mountain""]","[""reading"",""coding"",""cooking"",""gaming"",""running"",""travel""]",ISTP,2025-08-30 09:27:13,2025-08-30 09:27:13
560,560,late,occasionally,occasionally,3+weekly,low_carb,love,frugal,aggressive,"[""mountain"",""sea""]","[""coding"",""cooking"",""reading"",""boardgame"",""gaming"",""football""]",ENTP,2025-09-04 09:27:13,2025-09-04 09:27:13
561,561,early,never,often,none,vegetarian,reject,luxury,aggressive,"[""roadtrip""]","[""coding"",""basketball"",""hiking""]",ENFP,2025-09-12 09:27:13,2025-09-12 09:27:13
562,562,normal,never,often,weekly,low_carb,love,luxury,conservative,"[""island""]","[""hiking"",""boardgame"",""basketball"",""running"",""movie""]",,2025-08-25 09:27:13,2025-08-25 09:27:13
563,563,late,never,never,daily,halal,ok,balanced,aggressive,"[""island"",""roadtrip"",""desert""]","[""yoga"",""running""]",ENFP,2025-06-22 09:27:13,2025-06-22 09:27:13
564,564,late,never,often,3+weekly,low_carb,ok,balanced,balanced,"[""citywalk"",""roadtrip"",""mountain""]","[""reading"",""music"",""boardgame""]",ENFP,2025-09-04 09:27:13,2025-09-04 09:27:13
565,565,normal,never,often,weekly,low_carb,reject,frugal,aggressive,"[""mountain"",""sea"",""museum""]","[""football"",""travel"",""hiking"",""boardgame"",""yoga""]",ENFP,2025-09-03 09:27:13,2025-09-03 09:27:13
566,566,early,never,never,none,vegan,ok,frugal,conservative,"[""desert""]","[""football"",""music"",""hiking""]",INTJ,2025-08-24 09:27:13,2025-08-24 09:27:13
567,567,normal,often,never,weekly,halal,ok,balanced,conservative,"[""sea"",""museum""]","[""movie"",""yoga""]",ISFJ,2025-06-25 09:27:13,2025-06-25 09:27:13
568,568,normal,occasionally,occasionally,weekly,low_carb,love,luxury,aggressive,"[""sea""]","[""football"",""travel"",""boardgame"",""hiking"",""music"",""running""]",ISFJ,2025-08-29 09:27:13,2025-08-29 09:27:13
569,569,late,never,often,3+weekly,vegan,love,frugal,aggressive,"[""roadtrip"",""sea""]","[""travel"",""gaming"",""yoga"",""reading"",""basketball""]",ISFJ,2025-08-22 09:27:13,2025-08-22 09:27:13
570,570,late,occasionally,occasionally,3+weekly,low_carb,ok,luxury,aggressive,"[""desert"",""citywalk"",""island""]","[""coding"",""running""]",ISFJ,2025-07-02 09:27:13,2025-07-02 09:27:13
571,571,late,often,never,none,vegetarian,ok,frugal,balanced,"[""museum""]","[""gaming"",""music"",""photography"",""movie"",""football"",""travel""]",ESFJ,2025-09-11 09:27:13,2025-09-11 09:27:13
572,572,late,occasionally,often,3+weekly,vegan,allergic,frugal,balanced,"[""sea"",""roadtrip""]","[""movie"",""basketball"",""photography""]",ISFJ,2025-07-24 09:27:13,2025-07-24 09:27:13
573,573,early,occasionally,never,3+weekly,keto,allergic,frugal,balanced,"[""desert""]","[""cooking"",""basketball"",""reading"",""photography"",""yoga""]",ENFP,2025-08-04 09:27:13,2025-08-04 09:27:13
