id,user_id,device_id,ip,event_type,details,occurred_at
1763,208,dev_774_jw2wzo,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1722, \""stay_ms\"": 14318}""}",2025-07-17 17:18:02
1764,208,dev_1273_xy9or1,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1461, \""stay_ms\"": 18032}""}",2025-08-05 11:07:02
1765,208,dev_317_1cagq7,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1793, \""stay_ms\"": 19694}""}",2025-07-02 07:11:02
1766,209,dev_1874_xriow2,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1594, \""stay_ms\"": 4593}""}",2025-08-06 08:13:02
1767,209,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1899, \""stay_ms\"": 18307}""}",2025-08-12 18:28:02
1768,209,dev_127_ck3erv,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1782, \""stay_ms\"": 19150}""}",2025-08-14 16:58:02
1769,209,dev_1193_ziol3q,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1546, \""stay_ms\"": 1727}""}",2025-09-05 23:01:02
1770,209,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 122, \""stay_ms\"": 2183}""}",2025-08-02 16:48:02
1771,209,dev_787_vii8tp,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1700, \""stay_ms\"": 17683}""}",2025-06-22 12:39:02
1772,210,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1981, \""stay_ms\"": 9072}""}",2025-06-30 11:55:02
1773,210,dev_497_4um75w,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1013, \""stay_ms\"": 9298}""}",2025-08-12 13:01:02
1774,210,dev_567_a7qf85,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1277, \""stay_ms\"": 7950}""}",2025-06-12 21:15:02
1775,210,dev_1660_lknwt9,127.0.0.1,0,"{""props"": ""{\""card_id\"": 186, \""stay_ms\"": 15516}""}",2025-06-29 06:12:02
1776,210,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1530, \""stay_ms\"": 10544}""}",2025-06-26 04:09:02
1777,210,dev_575_ugofrg,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1032, \""stay_ms\"": 6934}""}",2025-07-28 23:29:02
1778,210,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1357, \""stay_ms\"": 15150}""}",2025-07-14 03:12:02
1779,210,dev_126_lcbtl9,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1666, \""stay_ms\"": 16668}""}",2025-07-21 13:33:02
1780,210,dev_1272_533db8,127.0.0.1,0,"{""props"": ""{\""card_id\"": 456, \""stay_ms\"": 12812}""}",2025-06-23 23:13:02
1781,210,dev_1087_ykr9j9,127.0.0.1,3,"{""props"": ""{\""card_id\"": 196, \""stay_ms\"": 19641}""}",2025-08-09 20:22:02
1782,210,dev_1296_8po1va,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1048, \""stay_ms\"": 18492}""}",2025-08-04 22:12:02
1783,210,dev_344_xvwbq2,127.0.0.1,2,"{""props"": ""{\""card_id\"": 12, \""stay_ms\"": 19719}""}",2025-06-27 05:05:02
1784,211,dev_317_1cagq7,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1761, \""stay_ms\"": 1392}""}",2025-07-24 17:30:02
1785,211,dev_1651_bwne4q,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1403, \""stay_ms\"": 13090}""}",2025-07-16 15:24:02
1786,211,dev_519_ja6mih,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1745, \""stay_ms\"": 11557}""}",2025-06-22 23:31:02
1787,211,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1715, \""stay_ms\"": 4925}""}",2025-07-16 06:30:02
1788,211,dev_1027_huxkup,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1099, \""stay_ms\"": 15473}""}",2025-07-20 20:19:02
1789,211,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 143, \""stay_ms\"": 3706}""}",2025-08-04 08:12:02
1790,211,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1397, \""stay_ms\"": 15603}""}",2025-08-25 18:16:02
1791,211,dev_613_j8g595,127.0.0.1,1,"{""props"": ""{\""card_id\"": 967, \""stay_ms\"": 16038}""}",2025-09-08 13:02:02
1792,211,dev_788_u2ukhe,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1921, \""stay_ms\"": 1656}""}",2025-06-26 22:14:02
1793,211,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 708, \""stay_ms\"": 5798}""}",2025-08-24 04:05:02
1794,211,dev_1300_wcz5g1,127.0.0.1,1,"{""props"": ""{\""card_id\"": 851, \""stay_ms\"": 4715}""}",2025-06-18 12:23:02
1795,212,dev_1495_8ec4nn,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1198, \""stay_ms\"": 19703}""}",2025-08-19 17:26:02
1796,212,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 146, \""stay_ms\"": 6698}""}",2025-09-01 15:55:02
1797,212,dev_106_ppqpxy,127.0.0.1,1,"{""props"": ""{\""card_id\"": 473, \""stay_ms\"": 5242}""}",2025-07-02 11:35:02
1798,212,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1794, \""stay_ms\"": 4318}""}",2025-09-07 12:48:02
1799,212,dev_1082_f3g86c,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1495, \""stay_ms\"": 16881}""}",2025-06-13 22:11:02
1800,212,dev_831_ptseti,127.0.0.1,1,"{""props"": ""{\""card_id\"": 494, \""stay_ms\"": 2964}""}",2025-07-12 01:15:02
1801,212,dev_292_bhmyx2,127.0.0.1,0,"{""props"": ""{\""card_id\"": 17, \""stay_ms\"": 15339}""}",2025-09-09 09:31:02
1802,212,dev_1227_4nvguw,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1320, \""stay_ms\"": 12844}""}",2025-07-25 00:48:02
1803,212,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 954, \""stay_ms\"": 4959}""}",2025-07-17 08:11:02
1804,212,dev_1251_lqw3by,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1117, \""stay_ms\"": 15959}""}",2025-07-24 01:22:02
1805,213,dev_1964_6j3yvh,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1043, \""stay_ms\"": 18932}""}",2025-07-04 05:00:02
1806,213,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1959, \""stay_ms\"": 6245}""}",2025-07-09 11:27:02
1807,213,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1026, \""stay_ms\"": 4295}""}",2025-09-05 15:22:02
1808,213,dev_669_uq1ik8,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1106, \""stay_ms\"": 10626}""}",2025-07-07 17:19:02
1809,213,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1415, \""stay_ms\"": 14735}""}",2025-07-31 19:36:02
1810,213,dev_1839_3vbgdi,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1494, \""stay_ms\"": 5577}""}",2025-07-29 11:39:02
1811,213,dev_1463_4xn1fv,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1835, \""stay_ms\"": 5086}""}",2025-07-12 02:35:02
1812,214,dev_1335_wpwmsw,127.0.0.1,3,"{""props"": ""{\""card_id\"": 609, \""stay_ms\"": 16026}""}",2025-08-28 04:59:02
1813,214,dev_437_9qjs7i,127.0.0.1,3,"{""props"": ""{\""card_id\"": 728, \""stay_ms\"": 10239}""}",2025-06-25 09:44:02
1814,214,dev_1337_ftryc9,127.0.0.1,0,"{""props"": ""{\""card_id\"": 864, \""stay_ms\"": 19423}""}",2025-07-25 04:16:02
1815,214,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1935, \""stay_ms\"": 6589}""}",2025-06-29 09:31:02
1816,214,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 252, \""stay_ms\"": 17888}""}",2025-07-31 18:09:02
1817,214,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 417, \""stay_ms\"": 17943}""}",2025-07-20 16:52:02
1818,214,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 231, \""stay_ms\"": 3953}""}",2025-07-17 08:27:02
1819,214,dev_295_55xmw7,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1058, \""stay_ms\"": 7046}""}",2025-08-19 03:49:02
1820,215,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 677, \""stay_ms\"": 10826}""}",2025-06-20 11:58:02
1821,215,dev_78_l1caj1,127.0.0.1,3,"{""props"": ""{\""card_id\"": 792, \""stay_ms\"": 7197}""}",2025-07-17 09:54:02
1822,215,dev_1915_ul867w,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1060, \""stay_ms\"": 14127}""}",2025-09-03 15:21:02
1823,215,dev_485_62jcyb,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1569, \""stay_ms\"": 13585}""}",2025-07-11 16:21:02
1824,215,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 368, \""stay_ms\"": 5516}""}",2025-06-21 11:15:02
1825,215,dev_448_xezxpf,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1812, \""stay_ms\"": 10423}""}",2025-08-23 00:13:02
1826,215,dev_136_92hjqn,127.0.0.1,2,"{""props"": ""{\""card_id\"": 766, \""stay_ms\"": 14349}""}",2025-06-17 11:11:02
1827,215,dev_798_kmrfsf,127.0.0.1,0,"{""props"": ""{\""card_id\"": 803, \""stay_ms\"": 12493}""}",2025-07-17 02:09:02
1828,215,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 183, \""stay_ms\"": 13774}""}",2025-07-01 04:17:02
1829,216,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 885, \""stay_ms\"": 13261}""}",2025-09-09 07:31:02
1830,216,dev_108_eorl0y,127.0.0.1,1,"{""props"": ""{\""card_id\"": 904, \""stay_ms\"": 17384}""}",2025-08-10 10:14:02
1831,216,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 646, \""stay_ms\"": 12224}""}",2025-09-02 09:27:02
1832,216,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1392, \""stay_ms\"": 7781}""}",2025-07-26 22:27:02
1833,216,dev_1028_09xx0b,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1595, \""stay_ms\"": 4758}""}",2025-08-08 18:01:02
1834,217,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 797, \""stay_ms\"": 9323}""}",2025-06-28 07:19:02
1835,217,dev_1740_oi373d,127.0.0.1,0,"{""props"": ""{\""card_id\"": 245, \""stay_ms\"": 16889}""}",2025-07-03 08:44:02
1836,217,dev_1976_8cooqn,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1489, \""stay_ms\"": 13727}""}",2025-09-02 23:59:02
1837,217,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1967, \""stay_ms\"": 1111}""}",2025-08-29 14:15:02
1838,217,dev_756_knkj20,127.0.0.1,1,"{""props"": ""{\""card_id\"": 115, \""stay_ms\"": 11756}""}",2025-07-11 05:14:02
1839,218,dev_1583_8t4brp,127.0.0.1,0,"{""props"": ""{\""card_id\"": 885, \""stay_ms\"": 7826}""}",2025-06-19 03:36:02
1840,218,dev_1266_ybv33y,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1988, \""stay_ms\"": 19763}""}",2025-08-10 18:27:02
1841,218,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1995, \""stay_ms\"": 10339}""}",2025-07-21 04:32:02
1842,218,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1779, \""stay_ms\"": 11998}""}",2025-07-28 05:23:02
1843,218,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1709, \""stay_ms\"": 7163}""}",2025-09-02 20:55:02
1844,218,dev_986_0jzcbf,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1594, \""stay_ms\"": 10294}""}",2025-06-29 15:10:02
1845,218,dev_640_mszknu,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1840, \""stay_ms\"": 11468}""}",2025-08-04 23:19:02
1846,218,dev_1696_x36dol,127.0.0.1,0,"{""props"": ""{\""card_id\"": 386, \""stay_ms\"": 3986}""}",2025-07-28 07:53:02
1847,218,dev_669_xnbtbc,127.0.0.1,1,"{""props"": ""{\""card_id\"": 508, \""stay_ms\"": 2598}""}",2025-09-08 04:26:02
1848,218,dev_1155_s9kt9e,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1767, \""stay_ms\"": 18012}""}",2025-09-01 14:30:02
1849,218,dev_1384_fliuf4,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1647, \""stay_ms\"": 1681}""}",2025-06-18 11:11:02
1850,219,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 981, \""stay_ms\"": 4210}""}",2025-06-16 21:52:02
1851,219,dev_1509_5pgb8n,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1923, \""stay_ms\"": 15546}""}",2025-08-25 16:06:02
1852,219,dev_339_na9tv4,127.0.0.1,0,"{""props"": ""{\""card_id\"": 468, \""stay_ms\"": 7973}""}",2025-07-04 02:12:02
1853,219,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 500, \""stay_ms\"": 16003}""}",2025-08-23 18:46:02
1854,219,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 804, \""stay_ms\"": 6510}""}",2025-07-09 16:37:02
1855,219,dev_112_3tglzl,127.0.0.1,3,"{""props"": ""{\""card_id\"": 121, \""stay_ms\"": 16978}""}",2025-06-19 15:24:02
1856,219,dev_1801_tdy61a,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1017, \""stay_ms\"": 15269}""}",2025-07-19 09:02:02
1857,219,dev_1227_4nvguw,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1393, \""stay_ms\"": 13553}""}",2025-09-06 01:36:02
1858,219,dev_121_hkz96u,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1181, \""stay_ms\"": 4688}""}",2025-09-02 16:33:02
1859,219,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1333, \""stay_ms\"": 3874}""}",2025-06-28 07:01:02
1860,220,dev_117_n6npc3,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1877, \""stay_ms\"": 14689}""}",2025-08-11 11:58:02
1861,220,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 517, \""stay_ms\"": 4018}""}",2025-08-10 23:39:02
1862,220,dev_1772_9nifmp,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1522, \""stay_ms\"": 19920}""}",2025-07-19 06:15:02
1863,220,dev_387_ndxmz2,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1236, \""stay_ms\"": 11232}""}",2025-08-14 20:00:02
1864,220,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 661, \""stay_ms\"": 7036}""}",2025-07-07 06:37:02
1865,220,dev_1484_s1spz0,127.0.0.1,2,"{""props"": ""{\""card_id\"": 786, \""stay_ms\"": 10410}""}",2025-08-07 01:42:02
1866,220,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1656, \""stay_ms\"": 11559}""}",2025-09-02 21:50:02
1867,220,dev_1872_ng1gag,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1580, \""stay_ms\"": 18754}""}",2025-07-07 01:12:02
1868,220,dev_561_boo9p2,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1054, \""stay_ms\"": 2943}""}",2025-08-12 17:25:02
1869,220,dev_1812_ppp4ky,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1175, \""stay_ms\"": 19613}""}",2025-06-23 15:50:02
1870,220,dev_535_s44z78,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1245, \""stay_ms\"": 17917}""}",2025-07-04 07:48:02
1871,220,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 85, \""stay_ms\"": 13385}""}",2025-08-04 17:31:02
1872,221,dev_519_ja6mih,127.0.0.1,3,"{""props"": ""{\""card_id\"": 662, \""stay_ms\"": 10411}""}",2025-07-20 10:22:02
1873,221,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1443, \""stay_ms\"": 5765}""}",2025-09-06 19:50:02
1874,221,dev_364_j1u5xi,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1933, \""stay_ms\"": 18108}""}",2025-06-22 16:04:02
1875,221,dev_1490_s47tde,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1986, \""stay_ms\"": 17546}""}",2025-06-15 14:50:02
1876,221,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 234, \""stay_ms\"": 17846}""}",2025-08-01 01:22:02
1877,221,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 111, \""stay_ms\"": 5717}""}",2025-07-23 20:54:02
1878,221,dev_1016_32ii8k,127.0.0.1,0,"{""props"": ""{\""card_id\"": 735, \""stay_ms\"": 14178}""}",2025-07-22 19:13:02
1879,221,dev_1016_32ii8k,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1457, \""stay_ms\"": 13051}""}",2025-09-05 10:57:02
1880,222,dev_569_md4f9h,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1049, \""stay_ms\"": 18792}""}",2025-08-15 22:01:02
1881,222,dev_1864_9paf66,127.0.0.1,0,"{""props"": ""{\""card_id\"": 709, \""stay_ms\"": 9858}""}",2025-08-15 10:36:02
1882,222,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1486, \""stay_ms\"": 14562}""}",2025-07-14 11:55:02
1883,222,dev_1593_vf3nys,127.0.0.1,0,"{""props"": ""{\""card_id\"": 734, \""stay_ms\"": 6819}""}",2025-06-27 16:28:02
1884,222,dev_465_x2y5l3,127.0.0.1,0,"{""props"": ""{\""card_id\"": 856, \""stay_ms\"": 1367}""}",2025-07-24 07:17:02
1885,222,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1657, \""stay_ms\"": 19151}""}",2025-08-02 04:56:02
1886,222,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1766, \""stay_ms\"": 6783}""}",2025-07-11 23:22:02
1887,222,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 942, \""stay_ms\"": 14144}""}",2025-09-05 02:27:02
1888,222,dev_67_da03da,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1763, \""stay_ms\"": 14594}""}",2025-06-20 05:41:02
1889,223,dev_1663_hinoev,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1807, \""stay_ms\"": 1783}""}",2025-07-16 18:33:02
1890,223,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1161, \""stay_ms\"": 5286}""}",2025-06-11 12:32:02
1891,223,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 453, \""stay_ms\"": 10164}""}",2025-08-05 18:58:02
1892,223,dev_1267_1rcq1m,127.0.0.1,2,"{""props"": ""{\""card_id\"": 847, \""stay_ms\"": 18080}""}",2025-07-30 03:50:02
1893,223,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1107, \""stay_ms\"": 16323}""}",2025-08-16 04:17:02
1894,223,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 10, \""stay_ms\"": 12296}""}",2025-08-21 20:50:02
1895,223,dev_895_ayrszq,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1401, \""stay_ms\"": 5324}""}",2025-08-04 14:10:02
1896,224,dev_1794_cgjk91,127.0.0.1,0,"{""props"": ""{\""card_id\"": 730, \""stay_ms\"": 7510}""}",2025-08-21 01:51:02
1897,224,dev_1434_garye2,127.0.0.1,3,"{""props"": ""{\""card_id\"": 603, \""stay_ms\"": 9367}""}",2025-07-31 14:35:02
1898,224,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 200, \""stay_ms\"": 1521}""}",2025-07-05 15:24:02
1899,224,dev_365_p0rbnx,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1736, \""stay_ms\"": 15845}""}",2025-06-19 16:22:02
1900,224,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 420, \""stay_ms\"": 1018}""}",2025-06-29 14:15:02
1901,224,dev_551_su1lqx,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1241, \""stay_ms\"": 17387}""}",2025-08-02 08:26:02
1902,224,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1884, \""stay_ms\"": 18943}""}",2025-06-15 13:51:02
1903,224,dev_1243_olsy7r,127.0.0.1,0,"{""props"": ""{\""card_id\"": 746, \""stay_ms\"": 4992}""}",2025-08-19 07:47:02
1904,224,dev_1225_jedodw,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1202, \""stay_ms\"": 14271}""}",2025-06-15 03:56:02
1905,225,dev_487_nm3a2g,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1758, \""stay_ms\"": 2119}""}",2025-07-15 17:00:02
1906,225,,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1428, \""stay_ms\"": 18705}""}",2025-06-13 04:02:02
1907,225,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 141, \""stay_ms\"": 12993}""}",2025-08-05 18:12:02
1908,225,dev_317_a1w7kf,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1218, \""stay_ms\"": 16077}""}",2025-09-02 00:08:02
1909,225,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 265, \""stay_ms\"": 15442}""}",2025-09-09 20:09:02
1910,226,dev_1531_5xk1sy,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1193, \""stay_ms\"": 7055}""}",2025-08-16 22:28:02
1911,226,dev_1695_m5zjyi,127.0.0.1,0,"{""props"": ""{\""card_id\"": 693, \""stay_ms\"": 11394}""}",2025-08-01 19:58:02
1912,226,dev_979_vrs5y4,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1272, \""stay_ms\"": 12346}""}",2025-08-04 04:10:02
1913,226,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1045, \""stay_ms\"": 2421}""}",2025-08-29 22:32:02
1914,226,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 175, \""stay_ms\"": 1631}""}",2025-09-09 08:20:02
1915,226,dev_1842_poozwr,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1890, \""stay_ms\"": 6689}""}",2025-06-13 21:58:02
1916,226,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1034, \""stay_ms\"": 3727}""}",2025-08-28 20:14:02
1917,226,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1670, \""stay_ms\"": 17936}""}",2025-09-10 00:25:02
1918,227,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 731, \""stay_ms\"": 8139}""}",2025-07-02 01:06:02
1919,227,dev_1729_mv6rl7,127.0.0.1,2,"{""props"": ""{\""card_id\"": 1082, \""stay_ms\"": 6098}""}",2025-07-15 14:14:02
1920,227,dev_1481_qsejws,127.0.0.1,0,"{""props"": ""{\""card_id\"": 960, \""stay_ms\"": 3157}""}",2025-08-15 14:51:02
1921,227,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 679, \""stay_ms\"": 7834}""}",2025-07-13 05:04:02
1922,227,dev_1502_owmwgo,127.0.0.1,0,"{""props"": ""{\""card_id\"": 646, \""stay_ms\"": 3299}""}",2025-07-26 00:26:02
1923,228,dev_1282_cs16ah,127.0.0.1,1,"{""props"": ""{\""card_id\"": 545, \""stay_ms\"": 3435}""}",2025-08-12 06:21:02
1924,228,dev_232_2gqylt,127.0.0.1,0,"{""props"": ""{\""card_id\"": 442, \""stay_ms\"": 10675}""}",2025-09-04 23:19:02
1925,228,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 540, \""stay_ms\"": 15871}""}",2025-09-04 22:30:02
1926,228,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 443, \""stay_ms\"": 8780}""}",2025-09-04 01:07:02
1927,228,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 248, \""stay_ms\"": 10591}""}",2025-07-02 22:32:02
1928,228,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1509, \""stay_ms\"": 16931}""}",2025-08-06 17:40:02
1929,228,,127.0.0.1,2,"{""props"": ""{\""card_id\"": 473, \""stay_ms\"": 3439}""}",2025-07-25 17:22:02
1930,228,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1221, \""stay_ms\"": 16340}""}",2025-06-29 21:01:02
1931,228,dev_1311_zmkvzb,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1478, \""stay_ms\"": 3770}""}",2025-08-07 02:57:02
1932,229,dev_743_ujjv8l,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1484, \""stay_ms\"": 11046}""}",2025-08-28 21:27:02
1933,229,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 812, \""stay_ms\"": 19654}""}",2025-07-04 16:08:02
1934,229,dev_1981_ajx4b0,127.0.0.1,1,"{""props"": ""{\""card_id\"": 81, \""stay_ms\"": 10558}""}",2025-08-02 04:12:02
1935,229,,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1740, \""stay_ms\"": 19262}""}",2025-07-19 19:19:02
1936,229,dev_567_a7qf85,127.0.0.1,3,"{""props"": ""{\""card_id\"": 87, \""stay_ms\"": 7805}""}",2025-07-07 06:05:02
1937,229,dev_1608_w17179,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1571, \""stay_ms\"": 18350}""}",2025-08-12 10:58:02
1938,229,dev_583_s8p6wk,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1998, \""stay_ms\"": 3191}""}",2025-08-21 04:13:02
1939,229,dev_1059_5qxaex,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1872, \""stay_ms\"": 13619}""}",2025-06-15 00:25:02
1940,230,,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1074, \""stay_ms\"": 1474}""}",2025-08-27 13:41:02
1941,230,dev_1784_qhs5cd,127.0.0.1,0,"{""props"": ""{\""card_id\"": 1541, \""stay_ms\"": 1260}""}",2025-07-24 10:50:02
1942,230,dev_752_xfjm4q,127.0.0.1,1,"{""props"": ""{\""card_id\"": 261, \""stay_ms\"": 19270}""}",2025-07-11 07:22:02
1943,230,dev_693_958pcy,127.0.0.1,0,"{""props"": ""{\""card_id\"": 130, \""stay_ms\"": 12329}""}",2025-07-28 07:18:02
1944,230,dev_1921_23vd14,127.0.0.1,0,"{""props"": ""{\""card_id\"": 785, \""stay_ms\"": 1033}""}",2025-07-12 08:10:02
1945,230,dev_1810_c9qh1j,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1372, \""stay_ms\"": 6915}""}",2025-08-02 05:50:02
1946,230,dev_738_dj3rzq,127.0.0.1,1,"{""props"": ""{\""card_id\"": 943, \""stay_ms\"": 18925}""}",2025-06-27 20:27:02
1947,230,dev_1839_68c656,127.0.0.1,3,"{""props"": ""{\""card_id\"": 1850, \""stay_ms\"": 15881}""}",2025-08-10 06:02:02
1948,230,dev_1535_5zr834,127.0.0.1,1,"{""props"": ""{\""card_id\"": 1697, \""stay_ms\"": 9753}""}",2025-08-26 05:27:02
1949,230,dev_1484_s1spz0,127.0.0.1,3,"{""props"": ""{\""card_id\"": 465, \""stay_ms\"": 16986}""}",2025-07-01 13:18:02
1950,230,dev_121_hkz96u,127.0.0.1,0,"{""props"": ""{\""card_id\"": 401, \""stay_ms\"": 14286}""}",2025-08-30 01:01:02
1951,231,dev_1583_8t4brp,127.0.0.1,2,"{""props"": ""{\""card_id\"": 197, \""stay_ms\"": 18149}""}",2025-08-26 22:44:02
1952,231,dev_1322_e74ahj,127.0.0.1,1,"{""props"": ""{\""card_id\"": 602, \""stay_ms\"": 11084}""}",2025-07-25 14:15:02
