id,user_id,relationship_goal,preferred_age_min,preferred_age_max,preferred_height_min,preferred_height_max,preferred_cities,accept_long_distance,accept_divorce,accept_children,marriage_timeline,child_plan,family_view,religion,must_not_accept,bonus_points,created_at,updated_at
573,573,dating,22,29,150,155,"[""Tianjin"", ""Chengdu""]",0,1,1,1y,,with_parents,none,[],"[""sporty"", ""traveler"", ""chef""]",2025-07-14 11:04:02,2025-07-14 11:04:02
574,574,dating,25,32,152,172,"[""Wuhan"", ""Hangzhou"", ""Guangzhou""]",1,0,1,unknown,dont_want,independent,christian,[],[],2025-06-20 11:04:02,2025-06-20 11:04:02
575,575,dating,23,26,150,168,"[""Shanghai""]",1,1,0,,dont_want,independent,none,"[""different_religion""]","[""traveler""]",2025-09-05 11:04:02,2025-09-05 11:04:02
576,576,dating,28,36,164,178,"[""Shanghai""]",0,1,1,unknown,,,none,"[""pet_reject"", ""smoking""]","[""chef"", ""family_oriented"", ""financially_prudent""]",2025-09-06 11:04:02,2025-09-06 11:04:02
577,577,dating,22,27,160,175,"[""Xi'an"", ""Shenzhen""]",0,0,1,1y,flexible,,none,"[""different_religion""]","[""sporty""]",2025-06-30 11:04:02,2025-06-30 11:04:02
578,578,dating,27,35,153,166,"[""Hangzhou""]",1,1,1,flexible,,flexible,,[],[],2025-07-16 11:04:02,2025-07-16 11:04:02
579,579,marriage,23,32,154,169,"[""Wuhan"", ""Shanghai""]",1,1,1,unknown,unknown,flexible,,[],[],2025-08-28 11:04:02,2025-08-28 11:04:02
580,580,marriage,27,35,154,172,"[""Guangzhou""]",1,0,1,unknown,dont_want,,taoism,"[""smoking"", ""pet_reject""]",[],2025-06-19 11:04:02,2025-06-19 11:04:02
581,581,dating,25,32,153,167,"[""Chengdu""]",1,0,1,unknown,,flexible,buddhism,"[""pet_reject"", ""smoking""]","[""reader"", ""financially_prudent""]",2025-09-05 11:04:02,2025-09-05 11:04:02
582,582,marriage,23,27,150,170,"[""Nanjing""]",1,0,0,2y,unknown,,buddhism,"[""different_religion"", ""smoking""]","[""traveler"", ""family_oriented""]",2025-06-22 11:04:02,2025-06-22 11:04:02
583,583,marriage,27,32,151,161,"[""Guangzhou""]",0,1,1,1y,flexible,with_parents,,"[""heavy_drinking"", ""no_children""]","[""sporty""]",2025-07-20 11:04:02,2025-07-20 11:04:02
584,584,dating,22,26,156,163,"[""Wuhan"", ""Chengdu""]",0,1,1,flexible,flexible,,buddhism,"[""pet_reject""]","[""family_oriented""]",2025-06-28 11:04:02,2025-06-28 11:04:02
585,585,marriage,27,34,152,159,"[""Hangzhou""]",1,1,1,2y,unknown,flexible,christian,[],"[""family_oriented"", ""chef"", ""reader""]",2025-07-08 11:04:02,2025-07-08 11:04:02
586,586,dating,28,38,150,164,"[""Guangzhou""]",0,1,1,1y,want,independent,none,"[""smoking"", ""no_children""]","[""reader""]",2025-06-25 11:04:02,2025-06-25 11:04:02
587,587,dating,24,34,164,173,"[""Suzhou""]",1,1,1,2y,unknown,flexible,,[],"[""traveler"", ""reader"", ""financially_prudent""]",2025-08-01 11:04:02,2025-08-01 11:04:02
588,588,dating,24,34,152,159,"[""Xi'an"", ""Chengdu""]",0,1,1,flexible,dont_want,with_parents,none,"[""no_children""]","[""chef""]",2025-08-27 11:04:02,2025-08-27 11:04:02
589,589,marriage,27,33,159,178,"[""Chengdu"", ""Suzhou""]",1,0,0,2y,want,flexible,none,"[""heavy_drinking"", ""smoking""]",[],2025-07-21 11:04:02,2025-07-21 11:04:02
590,590,marriage,25,28,159,175,"[""Shenzhen"", ""Beijing""]",0,1,1,2y,,independent,christian,[],"[""financially_prudent"", ""reader""]",2025-06-24 11:04:02,2025-06-24 11:04:02
591,591,marriage,27,35,163,178,"[""Tianjin""]",1,0,0,2y,want,flexible,buddhism,[],"[""reader""]",2025-06-14 11:04:02,2025-06-14 11:04:02
592,592,marriage,25,28,163,182,"[""Nanjing""]",1,1,1,1y,,with_parents,christian,"[""pet_reject"", ""heavy_drinking""]","[""sporty""]",2025-07-28 11:04:02,2025-07-28 11:04:02
593,593,dating,22,25,151,161,"[""Xi'an""]",1,1,0,2y,,flexible,none,[],"[""sporty""]",2025-07-27 11:04:02,2025-07-27 11:04:02
594,594,marriage,23,28,151,171,"[""Chengdu""]",1,0,1,flexible,flexible,independent,none,[],"[""traveler"", ""financially_prudent"", ""family_oriented""]",2025-08-14 11:04:02,2025-08-14 11:04:02
595,595,dating,22,26,152,163,"[""Tianjin""]",1,1,1,1y,unknown,independent,buddhism,[],"[""reader""]",2025-08-09 11:04:02,2025-08-09 11:04:02
596,596,marriage,22,29,153,163,"[""Shanghai"", ""Wuhan""]",0,1,0,1y,flexible,independent,none,"[""pet_reject"", ""different_religion""]",[],2025-06-27 11:04:02,2025-06-27 11:04:02
597,597,dating,26,29,158,169,"[""Nanjing"", ""Beijing""]",1,1,1,,dont_want,,none,"[""different_religion""]","[""reader""]",2025-08-07 11:04:02,2025-08-07 11:04:02
598,598,dating,28,33,162,182,"[""Shanghai"", ""Tianjin"", ""Suzhou""]",0,1,1,2y,unknown,independent,taoism,"[""heavy_drinking""]",[],2025-08-01 11:04:02,2025-08-01 11:04:02
599,599,dating,23,30,161,173,"[""Wuhan"", ""Beijing""]",1,1,1,2y,,independent,taoism,[],"[""financially_prudent"", ""reader"", ""chef""]",2025-08-31 11:04:02,2025-08-31 11:04:02
600,600,dating,22,25,151,161,"[""Nanjing""]",0,1,1,flexible,,with_parents,christian,[],"[""financially_prudent""]",2025-06-15 11:04:02,2025-06-15 11:04:02
601,601,marriage,27,34,160,173,"[""Nanjing""]",0,0,1,1y,want,flexible,taoism,"[""pet_reject"", ""heavy_drinking""]","[""traveler""]",2025-06-14 11:04:02,2025-06-14 11:04:02
602,602,dating,24,27,156,168,"[""Guangzhou"", ""Nanjing""]",1,1,1,1y,want,flexible,buddhism,"[""no_children"", ""heavy_drinking""]","[""chef"", ""reader"", ""financially_prudent""]",2025-09-07 11:04:02,2025-09-07 11:04:02
603,603,marriage,24,32,153,160,"[""Tianjin"", ""Wuhan"", ""Hangzhou""]",0,0,0,flexible,,flexible,none,"[""pet_reject""]","[""sporty"", ""reader""]",2025-07-06 11:04:02,2025-07-06 11:04:02
604,604,dating,25,30,156,164,"[""Shanghai"", ""Xi'an"", ""Chengdu""]",0,1,1,,flexible,independent,christian,"[""pet_reject"", ""no_children""]",[],2025-07-29 11:04:02,2025-07-29 11:04:02
605,605,marriage,27,31,159,171,"[""Tianjin"", ""Beijing""]",0,1,0,1y,dont_want,,christian,[],"[""reader"", ""sporty"", ""chef""]",2025-08-09 11:04:02,2025-08-09 11:04:02
606,606,dating,23,30,164,175,"[""Nanjing""]",1,1,1,2y,unknown,independent,taoism,"[""no_children"", ""smoking""]","[""reader""]",2025-07-02 11:04:02,2025-07-02 11:04:02
607,607,dating,26,30,162,174,"[""Hangzhou""]",1,1,0,2y,want,independent,taoism,"[""pet_reject"", ""heavy_drinking""]","[""traveler"", ""sporty""]",2025-08-12 11:04:02,2025-08-12 11:04:02
608,608,dating,27,36,153,160,"[""Guangzhou"", ""Hangzhou""]",0,1,1,2y,dont_want,independent,taoism,"[""no_children""]",[],2025-07-06 11:04:02,2025-07-06 11:04:02
609,609,dating,25,28,165,177,"[""Nanjing"", ""Shanghai""]",1,0,1,flexible,unknown,with_parents,none,[],"[""sporty""]",2025-08-08 11:04:02,2025-08-08 11:04:02
610,610,dating,26,30,162,181,"[""Tianjin"", ""Nanjing"", ""Hangzhou""]",0,0,1,2y,flexible,with_parents,,[],"[""family_oriented""]",2025-07-27 11:04:02,2025-07-27 11:04:02
611,611,marriage,23,32,165,180,"[""Hangzhou"", ""Nanjing""]",1,1,1,2y,,with_parents,none,"[""smoking""]","[""chef"", ""reader""]",2025-08-02 11:04:02,2025-08-02 11:04:02
612,612,marriage,26,34,153,172,"[""Wuhan"", ""Shenzhen""]",1,1,1,unknown,want,independent,buddhism,"[""no_children"", ""heavy_drinking""]","[""family_oriented"", ""chef"", ""reader""]",2025-08-03 11:04:02,2025-08-03 11:04:02
613,613,marriage,27,35,154,167,"[""Wuhan"", ""Shenzhen"", ""Beijing""]",0,0,0,unknown,dont_want,with_parents,taoism,"[""no_children"", ""smoking""]","[""financially_prudent"", ""reader"", ""traveler""]",2025-07-09 11:04:02,2025-07-09 11:04:02
614,614,marriage,25,32,151,165,"[""Hangzhou""]",1,1,1,flexible,,independent,buddhism,"[""different_religion""]","[""chef"", ""reader"", ""sporty""]",2025-08-07 11:04:02,2025-08-07 11:04:02
615,615,dating,25,30,157,170,"[""Shanghai"", ""Hangzhou""]",0,1,0,,flexible,,islam,[],"[""reader""]",2025-06-17 11:04:02,2025-06-17 11:04:02
616,616,dating,27,35,161,176,"[""Shenzhen""]",1,1,0,2y,unknown,flexible,buddhism,"[""no_children""]","[""chef"", ""financially_prudent""]",2025-07-17 11:04:02,2025-07-17 11:04:02
617,617,dating,24,28,156,162,"[""Wuhan""]",0,1,0,2y,dont_want,,none,"[""pet_reject""]","[""traveler""]",2025-06-26 11:04:02,2025-06-26 11:04:02
618,618,dating,25,31,155,167,"[""Xi'an""]",0,1,0,unknown,,,taoism,[],[],2025-06-30 11:04:02,2025-06-30 11:04:02
619,619,dating,22,28,161,175,"[""Guangzhou"", ""Xi'an""]",1,1,1,flexible,want,with_parents,,"[""heavy_drinking"", ""pet_reject""]","[""financially_prudent"", ""reader""]",2025-06-18 11:04:02,2025-06-18 11:04:02
620,620,marriage,26,32,160,172,"[""Tianjin"", ""Shanghai"", ""Beijing""]",1,0,1,1y,unknown,independent,christian,"[""no_children""]","[""traveler""]",2025-08-19 11:04:02,2025-08-19 11:04:02
621,621,dating,27,31,161,175,"[""Chengdu"", ""Xi'an""]",0,1,1,flexible,dont_want,,buddhism,[],"[""sporty"", ""reader"", ""financially_prudent""]",2025-07-02 11:04:02,2025-07-02 11:04:02
622,622,dating,23,28,150,163,"[""Beijing""]",1,1,1,,,independent,islam,"[""heavy_drinking""]","[""chef"", ""traveler""]",2025-07-26 11:04:02,2025-07-26 11:04:02
623,623,dating,25,34,163,181,"[""Suzhou"", ""Tianjin"", ""Guangzhou""]",1,1,1,1y,,independent,none,"[""no_children""]","[""financially_prudent"", ""reader""]",2025-08-31 11:04:02,2025-08-31 11:04:02
624,624,marriage,25,33,156,175,"[""Shenzhen"", ""Nanjing""]",0,0,0,1y,dont_want,flexible,buddhism,"[""no_children"", ""different_religion""]","[""chef"", ""family_oriented""]",2025-08-03 11:04:02,2025-08-03 11:04:02
625,625,marriage,24,32,152,160,"[""Suzhou"", ""Beijing""]",1,1,0,2y,flexible,flexible,,"[""heavy_drinking""]","[""traveler"", ""chef"", ""financially_prudent""]",2025-08-29 11:04:02,2025-08-29 11:04:02
626,626,marriage,24,27,155,160,"[""Suzhou"", ""Guangzhou"", ""Tianjin""]",1,1,0,1y,unknown,,none,"[""no_children"", ""pet_reject""]","[""reader"", ""chef"", ""financially_prudent""]",2025-07-12 11:04:02,2025-07-12 11:04:02
627,627,dating,27,35,157,169,"[""Xi'an"", ""Chengdu""]",1,1,0,unknown,,flexible,islam,"[""heavy_drinking""]","[""family_oriented"", ""financially_prudent""]",2025-07-24 11:04:02,2025-07-24 11:04:02
628,628,dating,28,32,153,160,"[""Suzhou"", ""Wuhan""]",1,1,1,unknown,unknown,,,"[""smoking""]","[""family_oriented"", ""traveler""]",2025-08-27 11:04:02,2025-08-27 11:04:02
629,629,dating,22,25,159,169,"[""Tianjin""]",1,1,1,unknown,want,flexible,buddhism,"[""pet_reject""]",[],2025-08-09 11:04:02,2025-08-09 11:04:02
630,630,marriage,22,32,162,167,"[""Wuhan"", ""Shanghai"", ""Tianjin""]",1,1,0,,want,with_parents,islam,[],"[""financially_prudent"", ""traveler"", ""family_oriented""]",2025-08-25 11:04:02,2025-08-25 11:04:02
631,631,dating,25,34,153,158,"[""Guangzhou""]",0,1,1,1y,,with_parents,buddhism,"[""different_religion"", ""smoking""]","[""chef"", ""reader""]",2025-09-09 11:04:02,2025-09-09 11:04:02
632,632,marriage,27,37,150,158,"[""Xi'an"", ""Shanghai"", ""Suzhou""]",1,1,0,unknown,dont_want,independent,none,[],[],2025-07-15 11:04:02,2025-07-15 11:04:02
633,633,marriage,28,31,152,163,"[""Guangzhou"", ""Tianjin"", ""Beijing""]",0,0,1,,dont_want,with_parents,islam,"[""heavy_drinking""]","[""sporty"", ""financially_prudent""]",2025-08-12 11:04:02,2025-08-12 11:04:02
634,634,dating,26,33,155,164,"[""Shanghai"", ""Nanjing""]",1,1,0,1y,,independent,christian,"[""no_children""]","[""traveler""]",2025-06-15 11:04:02,2025-06-15 11:04:02
635,635,dating,22,26,160,169,"[""Nanjing"", ""Suzhou"", ""Wuhan""]",1,0,1,,,flexible,christian,[],[],2025-08-03 11:04:02,2025-08-03 11:04:02
636,636,dating,22,28,160,166,"[""Shanghai"", ""Tianjin"", ""Shenzhen""]",1,0,1,unknown,dont_want,,islam,[],[],2025-08-17 11:04:02,2025-08-17 11:04:02
637,637,marriage,23,27,164,180,"[""Shenzhen"", ""Suzhou""]",1,1,1,flexible,dont_want,,buddhism,"[""no_children""]","[""chef"", ""traveler""]",2025-08-12 11:04:02,2025-08-12 11:04:02
638,638,dating,22,29,157,164,"[""Xi'an"", ""Chengdu""]",1,1,1,1y,flexible,flexible,buddhism,"[""pet_reject""]","[""financially_prudent""]",2025-07-08 11:04:02,2025-07-08 11:04:02
639,639,marriage,28,32,155,169,"[""Guangzhou"", ""Tianjin""]",1,0,1,1y,,flexible,buddhism,[],"[""traveler"", ""reader"", ""chef""]",2025-06-17 11:04:02,2025-06-17 11:04:02
640,640,marriage,24,32,155,173,"[""Guangzhou""]",0,1,1,2y,,,islam,"[""no_children"", ""smoking""]",[],2025-06-23 11:04:02,2025-06-23 11:04:02
641,641,marriage,23,29,159,178,"[""Shanghai"", ""Suzhou"", ""Nanjing""]",1,1,1,unknown,want,independent,buddhism,[],"[""reader"", ""sporty""]",2025-06-14 11:04:02,2025-06-14 11:04:02
642,642,marriage,26,32,150,170,"[""Guangzhou""]",1,0,1,unknown,unknown,flexible,islam,[],[],2025-06-29 11:04:02,2025-06-29 11:04:02
643,643,dating,22,26,164,184,"[""Suzhou"", ""Hangzhou"", ""Shanghai""]",1,1,0,,unknown,,,"[""no_children""]","[""sporty"", ""reader""]",2025-08-09 11:04:02,2025-08-09 11:04:02
644,644,marriage,28,35,157,177,"[""Shenzhen"", ""Xi'an"", ""Chengdu""]",0,1,0,,unknown,with_parents,buddhism,"[""smoking"", ""different_religion""]","[""sporty""]",2025-07-03 11:04:02,2025-07-03 11:04:02
645,645,dating,22,27,162,171,"[""Nanjing""]",1,1,0,2y,unknown,independent,taoism,"[""heavy_drinking""]","[""financially_prudent""]",2025-07-01 11:04:02,2025-07-01 11:04:02
646,646,dating,23,32,160,172,"[""Chengdu"", ""Guangzhou""]",0,1,1,2y,flexible,flexible,christian,"[""heavy_drinking""]","[""chef""]",2025-09-08 11:04:02,2025-09-08 11:04:02
647,647,marriage,24,29,161,175,"[""Nanjing"", ""Xi'an"", ""Beijing""]",1,1,1,flexible,,independent,buddhism,"[""pet_reject"", ""different_religion""]","[""sporty""]",2025-06-24 11:04:02,2025-06-24 11:04:02
648,648,dating,22,30,150,163,"[""Tianjin""]",1,0,1,unknown,flexible,,islam,"[""heavy_drinking"", ""no_children""]","[""traveler"", ""financially_prudent""]",2025-09-01 11:04:02,2025-09-01 11:04:02
649,649,dating,25,30,165,180,"[""Xi'an"", ""Chengdu""]",1,1,0,2y,,flexible,islam,"[""different_religion"", ""pet_reject""]","[""traveler""]",2025-07-10 11:04:02,2025-07-10 11:04:02
650,650,dating,27,32,164,179,"[""Shenzhen""]",1,1,0,1y,unknown,with_parents,islam,"[""different_religion"", ""heavy_drinking""]","[""sporty"", ""financially_prudent""]",2025-08-12 11:04:02,2025-08-12 11:04:02
651,651,dating,26,36,155,169,"[""Tianjin""]",1,1,1,,flexible,independent,none,"[""pet_reject"", ""no_children""]",[],2025-06-20 11:04:02,2025-06-20 11:04:02
652,652,marriage,23,27,163,172,"[""Hangzhou"", ""Suzhou""]",1,1,0,,,,christian,"[""pet_reject"", ""different_religion""]","[""traveler"", ""sporty"", ""financially_prudent""]",2025-08-26 11:04:02,2025-08-26 11:04:02
653,653,dating,22,32,151,156,"[""Beijing""]",0,0,1,,want,flexible,islam,[],[],2025-07-21 11:04:02,2025-07-21 11:04:02
654,654,marriage,28,32,151,159,"[""Suzhou"", ""Chengdu""]",1,0,0,flexible,want,independent,islam,[],"[""traveler""]",2025-06-25 11:04:02,2025-06-25 11:04:02
655,655,marriage,24,32,151,161,"[""Chengdu"", ""Guangzhou"", ""Shanghai""]",0,1,0,2y,dont_want,,buddhism,"[""different_religion"", ""no_children""]","[""sporty"", ""reader""]",2025-07-18 11:04:02,2025-07-18 11:04:02
656,656,marriage,22,28,154,159,"[""Beijing""]",1,1,0,1y,,independent,,"[""different_religion"", ""pet_reject""]","[""family_oriented"", ""chef"", ""traveler""]",2025-07-20 11:04:02,2025-07-20 11:04:02
657,657,marriage,22,27,163,177,"[""Suzhou"", ""Shanghai"", ""Beijing""]",1,0,1,flexible,dont_want,with_parents,buddhism,"[""pet_reject""]","[""family_oriented"", ""traveler""]",2025-08-02 11:04:02,2025-08-02 11:04:02
658,658,dating,23,28,164,181,"[""Hangzhou"", ""Chengdu""]",0,1,1,flexible,dont_want,with_parents,christian,"[""no_children"", ""pet_reject""]","[""family_oriented"", ""sporty""]",2025-07-05 11:04:02,2025-07-05 11:04:02
659,659,dating,23,31,162,180,"[""Guangzhou"", ""Tianjin"", ""Xi'an""]",1,0,1,2y,flexible,with_parents,buddhism,"[""heavy_drinking"", ""smoking""]","[""family_oriented""]",2025-08-28 11:04:02,2025-08-28 11:04:02
660,660,marriage,27,31,162,171,"[""Shanghai""]",1,1,1,,,with_parents,islam,"[""different_religion""]","[""sporty"", ""financially_prudent""]",2025-06-19 11:04:02,2025-06-19 11:04:02
661,661,marriage,24,30,150,156,"[""Nanjing""]",1,1,1,flexible,dont_want,flexible,islam,"[""heavy_drinking""]","[""family_oriented"", ""chef"", ""reader""]",2025-08-20 11:04:02,2025-08-20 11:04:02
662,662,marriage,24,30,165,172,"[""Shanghai"", ""Chengdu""]",0,0,1,2y,want,independent,,"[""no_children""]","[""sporty"", ""traveler"", ""reader""]",2025-08-14 11:04:02,2025-08-14 11:04:02
663,663,marriage,25,33,154,174,"[""Tianjin""]",1,0,1,unknown,unknown,independent,none,"[""no_children""]","[""family_oriented"", ""traveler""]",2025-06-14 11:04:02,2025-06-14 11:04:02
664,664,dating,27,35,164,181,"[""Guangzhou"", ""Wuhan""]",1,0,1,unknown,dont_want,independent,taoism,[],[],2025-09-04 11:04:02,2025-09-04 11:04:02
665,665,dating,23,31,155,169,"[""Xi'an"", ""Nanjing""]",0,1,0,,,flexible,buddhism,[],"[""reader"", ""family_oriented"", ""traveler""]",2025-08-21 11:04:02,2025-08-21 11:04:02
666,666,dating,23,31,156,172,"[""Tianjin"", ""Xi'an"", ""Shanghai""]",0,0,0,2y,unknown,independent,buddhism,"[""heavy_drinking""]","[""reader"", ""financially_prudent"", ""chef""]",2025-07-16 11:04:02,2025-07-16 11:04:02
667,667,dating,24,30,162,181,"[""Beijing""]",0,1,0,2y,,flexible,christian,"[""pet_reject"", ""smoking""]","[""family_oriented""]",2025-08-19 11:04:02,2025-08-19 11:04:02
668,668,marriage,24,27,155,172,"[""Guangzhou"", ""Shanghai"", ""Xi'an""]",1,0,0,,want,flexible,none,[],"[""family_oriented""]",2025-07-28 11:04:02,2025-07-28 11:04:02
669,669,marriage,22,29,159,174,"[""Chengdu"", ""Shenzhen""]",1,1,1,2y,flexible,flexible,christian,"[""smoking""]","[""chef"", ""traveler""]",2025-06-23 11:04:02,2025-06-23 11:04:02
670,670,marriage,27,36,162,168,"[""Beijing"", ""Guangzhou""]",0,0,1,flexible,flexible,flexible,,"[""pet_reject""]","[""sporty"", ""financially_prudent""]",2025-07-27 11:04:02,2025-07-27 11:04:02
671,671,dating,23,30,150,163,"[""Suzhou""]",1,1,0,2y,unknown,flexible,,[],[],2025-06-19 11:04:02,2025-06-19 11:04:02
672,672,dating,26,32,153,173,"[""Guangzhou"", ""Shanghai"", ""Wuhan""]",1,1,1,,flexible,with_parents,christian,"[""smoking""]",[],2025-08-15 11:04:02,2025-08-15 11:04:02
673,673,dating,28,37,163,178,"[""Shanghai"", ""Nanjing"", ""Suzhou""]",1,1,0,flexible,dont_want,independent,,[],"[""reader"", ""chef""]",2025-09-05 11:04:02,2025-09-05 11:04:02
674,674,marriage,22,30,158,169,"[""Guangzhou"", ""Xi'an""]",1,0,0,2y,,independent,buddhism,[],"[""reader""]",2025-07-17 11:04:02,2025-07-17 11:04:02
675,675,dating,22,32,156,166,"[""Guangzhou""]",0,0,1,flexible,flexible,with_parents,,"[""smoking""]","[""sporty""]",2025-07-24 11:04:02,2025-07-24 11:04:02
676,676,dating,23,30,152,162,"[""Shenzhen"", ""Xi'an""]",0,0,0,1y,dont_want,,,"[""no_children""]","[""reader"", ""financially_prudent"", ""chef""]",2025-08-03 11:04:02,2025-08-03 11:04:02
677,677,dating,22,29,156,176,"[""Shanghai""]",1,0,1,,want,with_parents,,"[""heavy_drinking"", ""no_children""]","[""chef""]",2025-09-06 11:04:02,2025-09-06 11:04:02
678,678,marriage,27,37,159,175,"[""Tianjin"", ""Nanjing"", ""Hangzhou""]",1,1,1,2y,unknown,,christian,"[""no_children"", ""different_religion""]",[],2025-09-01 11:04:02,2025-09-01 11:04:02
679,679,marriage,23,26,150,162,"[""Wuhan""]",0,1,0,,dont_want,independent,buddhism,[],[],2025-07-15 11:04:02,2025-07-15 11:04:02
680,680,dating,27,36,152,157,"[""Chengdu"", ""Suzhou"", ""Guangzhou""]",0,1,1,2y,want,flexible,islam,"[""different_religion""]",[],2025-06-29 11:04:02,2025-06-29 11:04:02
681,681,dating,27,34,161,173,"[""Guangzhou""]",0,0,1,2y,unknown,,buddhism,[],[],2025-07-03 11:04:02,2025-07-03 11:04:02
682,682,marriage,22,32,162,172,"[""Nanjing""]",0,1,0,2y,want,independent,,[],[],2025-08-13 11:04:02,2025-08-13 11:04:02
683,683,marriage,26,35,152,170,"[""Tianjin"", ""Hangzhou"", ""Shanghai""]",0,1,1,2y,dont_want,flexible,,"[""no_children""]","[""financially_prudent"", ""chef"", ""reader""]",2025-07-08 11:04:02,2025-07-08 11:04:02
684,684,marriage,22,32,150,155,"[""Guangzhou""]",0,1,1,1y,dont_want,with_parents,buddhism,[],"[""financially_prudent"", ""traveler"", ""reader""]",2025-06-11 11:04:02,2025-06-11 11:04:02
685,685,marriage,27,34,156,166,"[""Shenzhen""]",0,1,1,flexible,unknown,flexible,,"[""heavy_drinking"", ""different_religion""]","[""traveler"", ""chef""]",2025-08-18 11:04:02,2025-08-18 11:04:02
686,686,dating,23,28,155,171,"[""Hangzhou"", ""Beijing""]",1,1,1,2y,want,with_parents,taoism,[],"[""traveler"", ""family_oriented""]",2025-09-01 11:04:02,2025-09-01 11:04:02
687,687,dating,25,29,151,157,"[""Chengdu""]",1,0,0,flexible,dont_want,,taoism,"[""pet_reject""]","[""financially_prudent""]",2025-08-27 11:04:02,2025-08-27 11:04:02
688,688,dating,24,28,164,175,"[""Wuhan"", ""Xi'an"", ""Shanghai""]",0,1,1,1y,want,with_parents,,"[""pet_reject""]","[""chef""]",2025-08-19 11:04:02,2025-08-19 11:04:02
689,689,marriage,22,31,164,173,"[""Guangzhou"", ""Wuhan"", ""Suzhou""]",1,1,1,flexible,flexible,flexible,taoism,"[""pet_reject""]","[""chef"", ""reader"", ""family_oriented""]",2025-06-20 11:04:02,2025-06-20 11:04:02
690,690,dating,24,29,162,170,"[""Shenzhen""]",1,1,1,flexible,flexible,independent,christian,"[""smoking""]","[""financially_prudent"", ""sporty""]",2025-08-28 11:04:02,2025-08-28 11:04:02
691,691,marriage,25,30,162,177,"[""Beijing""]",1,1,0,2y,want,with_parents,islam,[],[],2025-08-24 11:04:02,2025-08-24 11:04:02
692,692,marriage,27,37,161,174,"[""Chengdu""]",0,1,0,2y,unknown,flexible,,"[""smoking"", ""different_religion""]","[""family_oriented"", ""financially_prudent"", ""chef""]",2025-08-08 11:04:02,2025-08-08 11:04:02
693,693,marriage,27,30,165,183,"[""Nanjing"", ""Wuhan"", ""Shenzhen""]",0,1,0,,dont_want,with_parents,none,"[""different_religion"", ""smoking""]",[],2025-08-05 11:04:02,2025-08-05 11:04:02
694,694,dating,28,33,158,171,"[""Hangzhou"", ""Wuhan""]",1,1,1,2y,unknown,with_parents,buddhism,[],"[""financially_prudent""]",2025-08-23 11:04:02,2025-08-23 11:04:02
695,695,dating,25,28,161,179,"[""Hangzhou"", ""Shanghai"", ""Beijing""]",0,0,1,,,independent,islam,"[""no_children""]",[],2025-09-09 11:04:02,2025-09-09 11:04:02
696,696,marriage,28,37,154,166,"[""Tianjin""]",1,1,1,,unknown,with_parents,,"[""different_religion""]",[],2025-08-21 11:04:02,2025-08-21 11:04:02
697,697,dating,26,35,161,175,"[""Shanghai"", ""Suzhou""]",0,0,0,,dont_want,with_parents,islam,"[""no_children""]","[""sporty"", ""traveler"", ""chef""]",2025-07-29 11:04:02,2025-07-29 11:04:02
698,698,marriage,22,31,162,178,"[""Wuhan"", ""Beijing""]",0,0,1,2y,unknown,,islam,"[""no_children""]","[""chef"", ""traveler"", ""family_oriented""]",2025-08-18 11:04:02,2025-08-18 11:04:02
699,699,marriage,28,31,153,158,"[""Nanjing""]",1,0,1,2y,want,with_parents,taoism,"[""heavy_drinking"", ""pet_reject""]",[],2025-06-23 11:04:02,2025-06-23 11:04:02
700,700,dating,22,29,161,171,"[""Nanjing""]",1,0,1,2y,flexible,independent,none,"[""heavy_drinking"", ""different_religion""]","[""family_oriented"", ""reader""]",2025-07-27 11:04:02,2025-07-27 11:04:02
701,701,dating,24,34,161,167,"[""Hangzhou""]",1,1,0,2y,flexible,,islam,"[""smoking"", ""different_religion""]","[""financially_prudent"", ""traveler"", ""sporty""]",2025-07-17 11:04:02,2025-07-17 11:04:02
702,702,marriage,28,33,162,179,"[""Xi'an"", ""Tianjin""]",1,0,1,2y,want,flexible,none,"[""different_religion""]","[""chef"", ""traveler"", ""financially_prudent""]",2025-08-29 11:04:02,2025-08-29 11:04:02
703,703,dating,24,33,155,167,"[""Shenzhen"", ""Hangzhou""]",1,1,1,1y,want,,taoism,"[""smoking""]","[""sporty""]",2025-09-05 11:04:02,2025-09-05 11:04:02
704,704,dating,28,32,165,182,"[""Suzhou""]",0,0,1,1y,dont_want,with_parents,taoism,"[""no_children"", ""heavy_drinking""]",[],2025-07-08 11:04:02,2025-07-08 11:04:02
705,705,marriage,22,32,161,179,"[""Nanjing"", ""Tianjin""]",1,0,1,,unknown,independent,taoism,"[""no_children""]","[""traveler""]",2025-06-26 11:04:02,2025-06-26 11:04:02
706,706,marriage,22,26,163,170,"[""Nanjing"", ""Beijing"", ""Wuhan""]",1,0,1,2y,want,independent,christian,"[""no_children"", ""heavy_drinking""]",[],2025-06-23 11:04:02,2025-06-23 11:04:02
707,707,marriage,22,26,156,169,"[""Tianjin""]",1,1,0,flexible,,with_parents,christian,"[""smoking"", ""no_children""]","[""sporty"", ""traveler""]",2025-08-24 11:04:02,2025-08-24 11:04:02
708,708,dating,26,30,162,176,"[""Guangzhou"", ""Nanjing"", ""Tianjin""]",0,1,1,unknown,unknown,,christian,[],"[""family_oriented"", ""chef""]",2025-07-16 11:04:02,2025-07-16 11:04:02
