id,user_id,relationship_goal,preferred_age_min,preferred_age_max,preferred_height_min,preferred_height_max,preferred_cities,accept_long_distance,accept_divorce,accept_children,marriage_timeline,child_plan,family_view,religion,must_not_accept,bonus_points,created_at,updated_at
441,441,marriage,27,31,150,156,"[""Suzhou"", ""Nanjing"", ""Xi'an""]",1,0,0,1y,unknown,independent,,"[""no_children""]","[""sporty""]",2025-07-02 09:27:13,2025-07-02 09:27:13
442,442,marriage,25,29,161,174,"[""Chengdu""]",0,1,1,,want,independent,buddhism,[],"[""traveler"", ""sporty""]",2025-08-14 09:27:13,2025-08-14 09:27:13
443,443,dating,27,37,156,164,"[""Xi'an""]",1,1,0,1y,flexible,with_parents,taoism,[],[],2025-09-08 09:27:13,2025-09-08 09:27:13
444,444,marriage,27,30,162,171,"[""Tianjin"", ""Shenzhen""]",1,1,0,1y,want,flexible,buddhism,"[""heavy_drinking""]",[],2025-08-18 09:27:13,2025-08-18 09:27:13
445,445,marriage,26,30,159,175,"[""Chengdu"", ""Shanghai""]",0,0,1,1y,unknown,with_parents,christian,"[""pet_reject"", ""heavy_drinking""]","[""chef""]",2025-07-04 09:27:13,2025-07-04 09:27:13
446,446,marriage,27,35,157,168,"[""Shanghai""]",0,1,0,1y,,independent,taoism,"[""different_religion""]","[""chef"", ""sporty""]",2025-09-02 09:27:13,2025-09-02 09:27:13
447,447,marriage,24,32,164,170,"[""Hangzhou""]",1,1,1,unknown,,flexible,none,[],[],2025-07-28 09:27:13,2025-07-28 09:27:13
448,448,dating,22,26,161,171,"[""Chengdu"", ""Shenzhen"", ""Xi'an""]",1,0,1,2y,flexible,independent,taoism,[],"[""family_oriented"", ""traveler""]",2025-07-18 09:27:13,2025-07-18 09:27:13
449,449,dating,28,38,164,171,"[""Nanjing"", ""Shenzhen""]",0,1,1,flexible,,with_parents,taoism,[],"[""traveler""]",2025-06-27 09:27:13,2025-06-27 09:27:13
450,450,dating,26,35,162,181,"[""Wuhan"", ""Beijing"", ""Shanghai""]",0,1,1,2y,,,,[],"[""family_oriented"", ""traveler"", ""financially_prudent""]",2025-08-13 09:27:13,2025-08-13 09:27:13
451,451,dating,28,31,160,165,"[""Xi'an"", ""Hangzhou""]",0,0,0,1y,want,independent,,"[""no_children"", ""different_religion""]","[""sporty""]",2025-07-25 09:27:13,2025-07-25 09:27:13
452,452,dating,25,29,163,172,"[""Shenzhen"", ""Beijing"", ""Wuhan""]",1,0,1,,flexible,flexible,,"[""pet_reject""]",[],2025-07-14 09:27:13,2025-07-14 09:27:13
453,453,marriage,25,35,151,168,"[""Beijing"", ""Xi'an"", ""Nanjing""]",1,1,1,1y,want,independent,,"[""different_religion"", ""no_children""]","[""chef"", ""financially_prudent"", ""reader""]",2025-07-18 09:27:13,2025-07-18 09:27:13
454,454,marriage,24,34,160,176,"[""Shanghai""]",0,1,0,1y,flexible,flexible,none,"[""smoking"", ""pet_reject""]","[""chef"", ""family_oriented""]",2025-08-21 09:27:13,2025-08-21 09:27:13
455,455,dating,26,33,155,166,"[""Shanghai"", ""Hangzhou"", ""Wuhan""]",0,1,1,1y,,,buddhism,[],[],2025-09-14 09:27:13,2025-09-14 09:27:13
456,456,dating,26,32,158,167,"[""Xi'an"", ""Suzhou""]",0,0,0,,unknown,independent,christian,"[""pet_reject"", ""smoking""]",[],2025-09-03 09:27:13,2025-09-03 09:27:13
457,457,dating,28,35,155,160,"[""Nanjing"", ""Beijing""]",1,1,0,2y,unknown,independent,buddhism,"[""smoking"", ""no_children""]","[""chef"", ""financially_prudent"", ""traveler""]",2025-09-13 09:27:13,2025-09-13 09:27:13
458,458,marriage,26,35,155,164,"[""Chengdu"", ""Suzhou"", ""Tianjin""]",0,1,1,,unknown,with_parents,islam,"[""pet_reject""]","[""reader""]",2025-08-01 09:27:13,2025-08-01 09:27:13
459,459,marriage,26,33,155,173,"[""Guangzhou"", ""Shenzhen"", ""Hangzhou""]",0,1,0,2y,unknown,independent,,[],[],2025-07-01 09:27:13,2025-07-01 09:27:13
460,460,dating,23,33,161,166,"[""Shenzhen"", ""Suzhou"", ""Nanjing""]",1,1,0,2y,want,independent,none,"[""heavy_drinking""]","[""family_oriented"", ""reader""]",2025-06-28 09:27:13,2025-06-28 09:27:13
461,461,marriage,28,36,151,165,"[""Guangzhou"", ""Suzhou"", ""Chengdu""]",1,0,1,unknown,flexible,independent,buddhism,"[""no_children"", ""different_religion""]","[""financially_prudent""]",2025-07-10 09:27:13,2025-07-10 09:27:13
462,462,dating,28,33,163,172,"[""Tianjin""]",1,1,1,,,,buddhism,[],"[""family_oriented""]",2025-08-12 09:27:13,2025-08-12 09:27:13
463,463,marriage,22,25,160,172,"[""Guangzhou"", ""Xi'an"", ""Suzhou""]",0,1,1,1y,want,flexible,buddhism,"[""no_children""]","[""family_oriented""]",2025-08-17 09:27:13,2025-08-17 09:27:13
464,464,marriage,28,33,162,170,"[""Xi'an""]",1,1,0,flexible,,flexible,islam,"[""heavy_drinking"", ""no_children""]","[""sporty"", ""family_oriented""]",2025-08-04 09:27:13,2025-08-04 09:27:13
465,465,dating,23,32,156,161,"[""Wuhan"", ""Suzhou""]",1,0,0,1y,dont_want,,taoism,"[""different_religion"", ""no_children""]",[],2025-07-03 09:27:13,2025-07-03 09:27:13
466,466,marriage,22,28,163,168,"[""Tianjin"", ""Hangzhou"", ""Xi'an""]",0,1,0,2y,want,flexible,none,[],"[""reader""]",2025-08-10 09:27:13,2025-08-10 09:27:13
467,467,marriage,26,36,160,177,"[""Chengdu"", ""Guangzhou"", ""Shanghai""]",1,1,0,,unknown,flexible,buddhism,"[""heavy_drinking""]",[],2025-09-12 09:27:13,2025-09-12 09:27:13
468,468,dating,25,29,164,169,"[""Guangzhou"", ""Shenzhen""]",0,1,1,unknown,unknown,,,"[""no_children"", ""heavy_drinking""]",[],2025-08-08 09:27:13,2025-08-08 09:27:13
469,469,dating,22,25,152,171,"[""Tianjin"", ""Guangzhou"", ""Hangzhou""]",1,1,0,1y,want,,,[],"[""sporty"", ""reader"", ""family_oriented""]",2025-08-27 09:27:13,2025-08-27 09:27:13
470,470,dating,27,30,163,174,"[""Tianjin"", ""Hangzhou"", ""Shenzhen""]",1,1,1,flexible,want,flexible,none,"[""smoking""]",[],2025-07-25 09:27:13,2025-07-25 09:27:13
471,471,marriage,25,31,151,160,"[""Beijing"", ""Nanjing""]",1,1,1,unknown,flexible,flexible,buddhism,[],"[""financially_prudent""]",2025-06-22 09:27:13,2025-06-22 09:27:13
472,472,marriage,25,33,151,158,"[""Chengdu"", ""Wuhan"", ""Xi'an""]",1,1,1,,,independent,islam,"[""no_children""]","[""financially_prudent"", ""traveler""]",2025-08-04 09:27:13,2025-08-04 09:27:13
473,473,dating,25,28,153,173,"[""Beijing"", ""Nanjing""]",0,1,0,unknown,want,flexible,christian,"[""no_children""]",[],2025-07-21 09:27:13,2025-07-21 09:27:13
474,474,dating,22,29,165,172,"[""Shenzhen""]",1,1,1,flexible,flexible,with_parents,,"[""no_children""]","[""family_oriented""]",2025-09-14 09:27:13,2025-09-14 09:27:13
475,475,marriage,24,34,156,171,"[""Chengdu"", ""Guangzhou""]",0,1,1,1y,flexible,,,"[""smoking"", ""heavy_drinking""]","[""traveler"", ""sporty""]",2025-09-06 09:27:13,2025-09-06 09:27:13
476,476,marriage,22,27,155,171,"[""Hangzhou""]",1,0,0,,want,with_parents,taoism,[],"[""chef"", ""reader"", ""financially_prudent""]",2025-08-24 09:27:13,2025-08-24 09:27:13
477,477,dating,26,30,164,175,"[""Shenzhen"", ""Tianjin"", ""Wuhan""]",0,0,1,unknown,want,flexible,taoism,"[""no_children"", ""different_religion""]",[],2025-07-03 09:27:13,2025-07-03 09:27:13
478,478,dating,27,34,157,166,"[""Nanjing"", ""Beijing""]",0,1,1,flexible,,,none,"[""no_children"", ""pet_reject""]",[],2025-07-18 09:27:13,2025-07-18 09:27:13
479,479,dating,26,32,151,166,"[""Beijing""]",0,1,0,unknown,want,,none,"[""pet_reject"", ""no_children""]",[],2025-06-29 09:27:13,2025-06-29 09:27:13
480,480,marriage,22,30,165,179,"[""Hangzhou"", ""Chengdu""]",1,1,0,,dont_want,independent,islam,"[""different_religion""]","[""reader"", ""financially_prudent"", ""traveler""]",2025-07-17 09:27:13,2025-07-17 09:27:13
481,481,marriage,23,28,158,170,"[""Beijing"", ""Shenzhen""]",0,1,1,,dont_want,flexible,christian,"[""smoking""]","[""sporty"", ""reader""]",2025-07-25 09:27:13,2025-07-25 09:27:13
482,482,dating,26,30,165,170,"[""Tianjin""]",1,0,1,1y,flexible,with_parents,taoism,"[""heavy_drinking"", ""different_religion""]","[""financially_prudent""]",2025-06-21 09:27:13,2025-06-21 09:27:13
483,483,marriage,25,34,155,160,"[""Shenzhen"", ""Chengdu""]",1,1,0,1y,dont_want,with_parents,,"[""no_children""]","[""chef"", ""traveler""]",2025-08-12 09:27:13,2025-08-12 09:27:13
484,484,dating,22,26,159,175,"[""Xi'an"", ""Shanghai""]",1,0,1,unknown,,with_parents,,"[""pet_reject"", ""smoking""]","[""traveler""]",2025-07-22 09:27:13,2025-07-22 09:27:13
485,485,dating,24,30,152,159,"[""Nanjing""]",0,0,1,1y,unknown,,buddhism,"[""smoking""]","[""sporty""]",2025-09-06 09:27:13,2025-09-06 09:27:13
486,486,dating,27,37,154,164,"[""Nanjing"", ""Xi'an"", ""Shanghai""]",1,1,0,unknown,want,with_parents,taoism,"[""pet_reject"", ""heavy_drinking""]",[],2025-07-08 09:27:13,2025-07-08 09:27:13
487,487,marriage,24,27,165,175,"[""Tianjin"", ""Chengdu""]",1,1,1,,want,,christian,"[""pet_reject""]",[],2025-07-08 09:27:13,2025-07-08 09:27:13
488,488,dating,24,33,161,173,"[""Hangzhou"", ""Shenzhen"", ""Wuhan""]",1,0,1,1y,,flexible,none,"[""no_children"", ""different_religion""]",[],2025-09-10 09:27:13,2025-09-10 09:27:13
489,489,dating,24,28,154,159,"[""Chengdu"", ""Nanjing""]",1,0,0,,unknown,independent,christian,[],"[""financially_prudent"", ""chef""]",2025-07-25 09:27:13,2025-07-25 09:27:13
490,490,marriage,27,31,157,175,"[""Suzhou"", ""Tianjin"", ""Beijing""]",1,0,1,flexible,unknown,with_parents,taoism,[],"[""chef"", ""reader"", ""financially_prudent""]",2025-08-15 09:27:13,2025-08-15 09:27:13
491,491,dating,25,29,156,175,"[""Chengdu"", ""Xi'an""]",0,0,1,unknown,flexible,,buddhism,[],"[""traveler"", ""family_oriented""]",2025-06-16 09:27:13,2025-06-16 09:27:13
492,492,dating,27,30,157,176,"[""Wuhan"", ""Shenzhen"", ""Guangzhou""]",1,1,0,unknown,,with_parents,none,"[""no_children""]",[],2025-09-04 09:27:13,2025-09-04 09:27:13
493,493,dating,27,31,157,166,"[""Chengdu"", ""Beijing"", ""Guangzhou""]",0,0,1,1y,dont_want,,,"[""no_children""]","[""traveler"", ""family_oriented"", ""financially_prudent""]",2025-08-15 09:27:13,2025-08-15 09:27:13
494,494,dating,26,33,153,159,"[""Wuhan"", ""Beijing"", ""Suzhou""]",0,0,0,flexible,,with_parents,none,[],"[""chef"", ""family_oriented"", ""sporty""]",2025-09-12 09:27:13,2025-09-12 09:27:13
495,495,marriage,24,32,158,175,"[""Wuhan""]",1,1,0,flexible,,with_parents,none,[],"[""family_oriented""]",2025-07-25 09:27:13,2025-07-25 09:27:13
496,496,dating,24,27,156,174,"[""Chengdu""]",1,1,1,flexible,,independent,christian,"[""smoking"", ""heavy_drinking""]","[""family_oriented""]",2025-09-01 09:27:13,2025-09-01 09:27:13
497,497,marriage,23,31,162,179,"[""Nanjing"", ""Guangzhou"", ""Shenzhen""]",1,1,0,2y,flexible,independent,christian,"[""smoking"", ""no_children""]",[],2025-06-22 09:27:13,2025-06-22 09:27:13
498,498,dating,25,29,163,183,"[""Hangzhou"", ""Nanjing""]",1,1,1,unknown,dont_want,with_parents,buddhism,"[""smoking"", ""heavy_drinking""]","[""traveler"", ""reader""]",2025-08-26 09:27:13,2025-08-26 09:27:13
499,499,dating,26,36,163,175,"[""Shanghai"", ""Chengdu"", ""Tianjin""]",1,1,1,unknown,dont_want,,taoism,"[""no_children""]","[""chef"", ""traveler""]",2025-07-09 09:27:13,2025-07-09 09:27:13
500,500,dating,25,33,152,164,"[""Shanghai"", ""Chengdu"", ""Wuhan""]",0,1,1,unknown,,independent,buddhism,"[""pet_reject""]",[],2025-09-10 09:27:13,2025-09-10 09:27:13
501,501,dating,24,33,164,184,"[""Chengdu"", ""Wuhan"", ""Shenzhen""]",1,0,0,,unknown,flexible,none,"[""different_religion""]","[""family_oriented"", ""financially_prudent"", ""chef""]",2025-06-24 09:27:13,2025-06-24 09:27:13
502,502,marriage,25,34,161,174,"[""Nanjing"", ""Tianjin"", ""Beijing""]",0,1,1,1y,dont_want,with_parents,buddhism,[],"[""sporty""]",2025-09-07 09:27:13,2025-09-07 09:27:13
503,503,marriage,23,32,160,165,"[""Tianjin"", ""Hangzhou""]",1,1,1,,,,islam,[],"[""reader""]",2025-06-27 09:27:13,2025-06-27 09:27:13
504,504,dating,25,35,156,168,"[""Shenzhen""]",0,1,0,2y,want,,,"[""no_children"", ""pet_reject""]","[""chef"", ""family_oriented""]",2025-08-03 09:27:13,2025-08-03 09:27:13
505,505,marriage,23,28,163,179,"[""Shenzhen""]",1,0,1,2y,dont_want,flexible,taoism,[],"[""family_oriented""]",2025-06-23 09:27:13,2025-06-23 09:27:13
506,506,dating,24,30,160,171,"[""Tianjin"", ""Chengdu""]",0,1,0,flexible,want,flexible,taoism,"[""smoking"", ""different_religion""]",[],2025-07-17 09:27:13,2025-07-17 09:27:13
507,507,dating,27,34,151,167,"[""Hangzhou"", ""Chengdu"", ""Wuhan""]",0,1,1,unknown,,flexible,,[],"[""financially_prudent"", ""chef""]",2025-07-13 09:27:13,2025-07-13 09:27:13
508,508,marriage,24,27,151,161,"[""Shenzhen"", ""Shanghai"", ""Hangzhou""]",0,1,1,flexible,want,,buddhism,"[""heavy_drinking"", ""smoking""]",[],2025-07-16 09:27:13,2025-07-16 09:27:13
509,509,marriage,26,36,161,178,"[""Nanjing"", ""Xi'an""]",0,0,0,unknown,want,with_parents,none,[],[],2025-08-29 09:27:13,2025-08-29 09:27:13
510,510,dating,22,26,163,179,"[""Tianjin"", ""Suzhou"", ""Xi'an""]",1,0,0,,flexible,with_parents,buddhism,"[""heavy_drinking""]","[""family_oriented"", ""chef""]",2025-09-05 09:27:13,2025-09-05 09:27:13
511,511,marriage,24,29,151,164,"[""Suzhou"", ""Beijing""]",0,0,1,,flexible,with_parents,islam,"[""different_religion""]","[""reader"", ""financially_prudent"", ""family_oriented""]",2025-06-21 09:27:13,2025-06-21 09:27:13
512,512,dating,23,26,156,173,"[""Guangzhou"", ""Suzhou""]",0,1,0,unknown,dont_want,independent,christian,[],"[""chef"", ""family_oriented"", ""traveler""]",2025-08-16 09:27:13,2025-08-16 09:27:13
513,513,dating,22,31,152,164,"[""Shanghai""]",1,0,0,,flexible,with_parents,,"[""different_religion"", ""pet_reject""]","[""reader"", ""sporty""]",2025-08-25 09:27:13,2025-08-25 09:27:13
514,514,dating,22,31,151,168,"[""Wuhan""]",1,1,1,flexible,unknown,independent,,"[""smoking""]",[],2025-06-21 09:27:13,2025-06-21 09:27:13
515,515,marriage,27,36,160,176,"[""Hangzhou"", ""Nanjing""]",1,0,0,1y,flexible,flexible,taoism,"[""pet_reject""]","[""chef"", ""financially_prudent""]",2025-06-26 09:27:13,2025-06-26 09:27:13
516,516,dating,23,30,156,161,"[""Suzhou"", ""Xi'an""]",1,0,0,,,independent,christian,"[""no_children""]","[""traveler"", ""chef""]",2025-07-30 09:27:13,2025-07-30 09:27:13
517,517,marriage,26,31,152,172,"[""Wuhan""]",0,1,0,unknown,,with_parents,islam,"[""smoking"", ""different_religion""]",[],2025-06-29 09:27:13,2025-06-29 09:27:13
518,518,marriage,22,31,153,158,"[""Xi'an"", ""Shanghai"", ""Nanjing""]",0,0,0,2y,want,,buddhism,[],"[""chef"", ""reader"", ""family_oriented""]",2025-06-30 09:27:13,2025-06-30 09:27:13
519,519,marriage,23,33,159,169,"[""Guangzhou"", ""Hangzhou""]",1,0,1,unknown,flexible,flexible,none,"[""pet_reject"", ""no_children""]",[],2025-08-04 09:27:13,2025-08-04 09:27:13
520,520,marriage,28,32,161,169,"[""Suzhou"", ""Wuhan"", ""Shenzhen""]",1,1,1,flexible,want,with_parents,taoism,"[""different_religion"", ""smoking""]",[],2025-08-01 09:27:13,2025-08-01 09:27:13
521,521,dating,24,33,162,168,"[""Shenzhen"", ""Beijing"", ""Xi'an""]",1,0,0,1y,dont_want,independent,buddhism,"[""heavy_drinking"", ""different_religion""]","[""traveler""]",2025-08-10 09:27:13,2025-08-10 09:27:13
522,522,marriage,27,34,157,162,"[""Wuhan"", ""Chengdu"", ""Nanjing""]",1,1,1,flexible,unknown,independent,taoism,"[""pet_reject""]","[""sporty"", ""financially_prudent"", ""reader""]",2025-08-29 09:27:13,2025-08-29 09:27:13
523,523,dating,24,28,154,173,"[""Wuhan"", ""Shenzhen""]",1,1,1,flexible,dont_want,with_parents,christian,"[""no_children""]","[""reader""]",2025-07-24 09:27:13,2025-07-24 09:27:13
524,524,marriage,27,37,150,165,"[""Tianjin""]",1,0,1,2y,unknown,,christian,"[""different_religion""]","[""financially_prudent"", ""chef""]",2025-08-21 09:27:13,2025-08-21 09:27:13
525,525,marriage,23,30,153,170,"[""Tianjin""]",1,1,1,,flexible,flexible,taoism,"[""no_children""]","[""sporty"", ""traveler"", ""family_oriented""]",2025-06-29 09:27:13,2025-06-29 09:27:13
526,526,marriage,24,27,153,162,"[""Nanjing"", ""Shanghai""]",1,1,1,,dont_want,flexible,taoism,"[""no_children"", ""heavy_drinking""]",[],2025-08-30 09:27:13,2025-08-30 09:27:13
527,527,dating,28,37,158,166,"[""Suzhou"", ""Wuhan"", ""Hangzhou""]",1,1,1,unknown,want,flexible,christian,"[""no_children""]","[""chef""]",2025-09-05 09:27:13,2025-09-05 09:27:13
528,528,dating,27,31,150,155,"[""Shenzhen"", ""Beijing"", ""Suzhou""]",1,1,1,unknown,flexible,flexible,taoism,[],"[""sporty""]",2025-07-10 09:27:13,2025-07-10 09:27:13
529,529,dating,26,29,164,169,"[""Guangzhou"", ""Nanjing"", ""Tianjin""]",0,1,0,unknown,dont_want,independent,taoism,"[""different_religion"", ""heavy_drinking""]","[""financially_prudent"", ""reader""]",2025-07-25 09:27:13,2025-07-25 09:27:13
530,530,marriage,28,36,164,173,"[""Tianjin"", ""Shenzhen"", ""Chengdu""]",1,1,1,unknown,,flexible,,"[""pet_reject"", ""smoking""]","[""traveler"", ""financially_prudent""]",2025-08-17 09:27:13,2025-08-17 09:27:13
531,531,marriage,26,30,158,173,"[""Xi'an"", ""Shanghai""]",0,1,0,,flexible,independent,islam,"[""no_children""]","[""financially_prudent"", ""chef""]",2025-07-20 09:27:13,2025-07-20 09:27:13
532,532,dating,24,34,150,157,"[""Nanjing"", ""Chengdu"", ""Shenzhen""]",0,1,0,flexible,dont_want,independent,taoism,"[""heavy_drinking"", ""no_children""]","[""family_oriented"", ""traveler""]",2025-09-05 09:27:13,2025-09-05 09:27:13
533,533,marriage,28,38,151,156,"[""Hangzhou""]",1,1,1,flexible,want,with_parents,taoism,"[""different_religion""]",[],2025-09-03 09:27:13,2025-09-03 09:27:13
534,534,dating,26,30,151,157,"[""Wuhan"", ""Shenzhen"", ""Chengdu""]",0,1,0,,unknown,,buddhism,[],[],2025-09-10 09:27:13,2025-09-10 09:27:13
535,535,marriage,24,32,161,170,"[""Xi'an"", ""Wuhan""]",1,0,0,2y,,flexible,christian,"[""pet_reject""]","[""financially_prudent"", ""reader"", ""chef""]",2025-07-25 09:27:13,2025-07-25 09:27:13
536,536,marriage,27,34,159,178,"[""Chengdu""]",0,1,1,,dont_want,flexible,none,[],"[""sporty"", ""chef"", ""traveler""]",2025-09-07 09:27:13,2025-09-07 09:27:13
537,537,dating,26,30,156,168,"[""Guangzhou"", ""Chengdu"", ""Shanghai""]",0,1,0,flexible,,,islam,[],[],2025-09-12 09:27:13,2025-09-12 09:27:13
538,538,dating,24,30,163,176,"[""Chengdu"", ""Suzhou""]",1,1,0,flexible,unknown,independent,taoism,"[""different_religion"", ""smoking""]","[""family_oriented"", ""sporty"", ""chef""]",2025-08-13 09:27:13,2025-08-13 09:27:13
539,539,dating,28,36,156,163,"[""Wuhan""]",1,1,0,2y,,independent,taoism,"[""no_children"", ""pet_reject""]","[""financially_prudent"", ""chef""]",2025-08-09 09:27:13,2025-08-09 09:27:13
540,540,dating,24,31,153,163,"[""Shenzhen"", ""Chengdu"", ""Hangzhou""]",1,1,1,2y,unknown,,taoism,[],"[""traveler"", ""family_oriented""]",2025-08-18 09:27:13,2025-08-18 09:27:13
541,541,dating,25,32,151,160,"[""Shanghai"", ""Beijing"", ""Wuhan""]",1,1,1,1y,dont_want,with_parents,none,[],"[""family_oriented"", ""chef""]",2025-06-16 09:27:13,2025-06-16 09:27:13
542,542,dating,24,28,158,170,"[""Shanghai"", ""Nanjing""]",1,1,1,unknown,dont_want,,buddhism,"[""no_children"", ""pet_reject""]","[""chef""]",2025-06-22 09:27:13,2025-06-22 09:27:13
543,543,dating,22,28,150,155,"[""Hangzhou"", ""Xi'an""]",0,1,1,1y,want,with_parents,,"[""different_religion"", ""smoking""]","[""chef"", ""financially_prudent""]",2025-09-09 09:27:13,2025-09-09 09:27:13
544,544,marriage,24,33,151,157,"[""Hangzhou"", ""Nanjing""]",0,1,0,1y,unknown,,christian,"[""heavy_drinking"", ""different_religion""]","[""sporty"", ""financially_prudent"", ""traveler""]",2025-06-17 09:27:13,2025-06-17 09:27:13
545,545,marriage,24,33,165,174,"[""Shenzhen""]",1,1,1,,,flexible,none,"[""smoking"", ""pet_reject""]",[],2025-08-09 09:27:13,2025-08-09 09:27:13
546,546,marriage,22,27,154,165,"[""Xi'an""]",1,0,0,,dont_want,,taoism,[],"[""traveler"", ""family_oriented""]",2025-07-03 09:27:13,2025-07-03 09:27:13
547,547,dating,25,30,155,168,"[""Shenzhen"", ""Hangzhou"", ""Beijing""]",0,0,1,1y,dont_want,independent,none,"[""no_children"", ""different_religion""]",[],2025-09-05 09:27:13,2025-09-05 09:27:13
548,548,marriage,23,32,152,165,"[""Xi'an""]",1,1,1,,flexible,independent,none,"[""smoking""]","[""chef""]",2025-07-10 09:27:13,2025-07-10 09:27:13
549,549,marriage,28,38,156,166,"[""Chengdu"", ""Shenzhen"", ""Xi'an""]",1,1,1,1y,want,independent,none,"[""heavy_drinking"", ""pet_reject""]",[],2025-07-11 09:27:13,2025-07-11 09:27:13
550,550,dating,24,31,152,162,"[""Hangzhou"", ""Guangzhou""]",1,0,1,2y,flexible,flexible,taoism,[],"[""financially_prudent""]",2025-09-14 09:27:13,2025-09-14 09:27:13
551,551,dating,23,33,161,168,"[""Suzhou"", ""Beijing"", ""Hangzhou""]",1,1,0,2y,dont_want,flexible,buddhism,"[""no_children"", ""smoking""]","[""traveler""]",2025-08-16 09:27:13,2025-08-16 09:27:13
552,552,marriage,23,27,158,170,"[""Hangzhou"", ""Wuhan"", ""Tianjin""]",1,1,1,1y,want,flexible,taoism,[],"[""traveler""]",2025-07-02 09:27:13,2025-07-02 09:27:13
553,553,dating,28,35,151,166,"[""Wuhan"", ""Chengdu"", ""Nanjing""]",1,1,0,1y,dont_want,with_parents,none,"[""heavy_drinking"", ""smoking""]","[""traveler"", ""family_oriented"", ""reader""]",2025-07-03 09:27:13,2025-07-03 09:27:13
554,554,dating,26,30,160,178,"[""Shenzhen"", ""Beijing"", ""Hangzhou""]",1,0,1,1y,want,with_parents,none,"[""different_religion"", ""no_children""]","[""traveler"", ""chef"", ""financially_prudent""]",2025-06-23 09:27:13,2025-06-23 09:27:13
555,555,dating,27,30,152,158,"[""Guangzhou""]",1,0,1,,dont_want,flexible,islam,"[""no_children"", ""heavy_drinking""]",[],2025-06-30 09:27:13,2025-06-30 09:27:13
556,556,dating,27,31,159,169,"[""Chengdu""]",1,1,0,flexible,dont_want,,buddhism,[],"[""sporty""]",2025-06-23 09:27:13,2025-06-23 09:27:13
557,557,marriage,22,31,163,168,"[""Nanjing"", ""Hangzhou""]",0,1,1,1y,dont_want,,buddhism,"[""smoking""]","[""sporty"", ""traveler""]",2025-07-02 09:27:13,2025-07-02 09:27:13
558,558,dating,28,36,156,169,"[""Beijing""]",1,1,1,2y,,with_parents,taoism,"[""heavy_drinking""]","[""traveler"", ""reader""]",2025-07-01 09:27:13,2025-07-01 09:27:13
559,559,dating,24,27,163,169,"[""Suzhou"", ""Wuhan"", ""Guangzhou""]",1,0,0,flexible,,,taoism,[],"[""sporty""]",2025-08-30 09:27:13,2025-08-30 09:27:13
560,560,dating,24,31,154,170,"[""Tianjin"", ""Shenzhen""]",1,1,1,flexible,flexible,with_parents,taoism,[],"[""reader"", ""financially_prudent"", ""chef""]",2025-09-04 09:27:13,2025-09-04 09:27:13
561,561,marriage,25,31,162,181,"[""Xi'an"", ""Shanghai""]",1,1,0,1y,dont_want,,islam,"[""heavy_drinking"", ""no_children""]",[],2025-09-12 09:27:13,2025-09-12 09:27:13
562,562,dating,22,26,164,173,"[""Hangzhou"", ""Shanghai"", ""Guangzhou""]",1,0,1,unknown,flexible,flexible,,[],[],2025-08-25 09:27:13,2025-08-25 09:27:13
563,563,dating,23,31,151,168,"[""Wuhan"", ""Nanjing""]",1,0,1,,unknown,,taoism,[],"[""sporty"", ""financially_prudent""]",2025-06-22 09:27:13,2025-06-22 09:27:13
564,564,marriage,28,32,154,167,"[""Wuhan""]",1,1,1,1y,unknown,,christian,"[""smoking""]",[],2025-09-04 09:27:13,2025-09-04 09:27:13
565,565,marriage,25,35,160,176,"[""Tianjin""]",0,1,0,2y,want,,buddhism,"[""no_children""]","[""reader""]",2025-09-03 09:27:13,2025-09-03 09:27:13
566,566,marriage,22,30,157,170,"[""Nanjing"", ""Chengdu"", ""Shenzhen""]",1,1,1,,want,,christian,"[""smoking"", ""pet_reject""]","[""chef""]",2025-08-24 09:27:13,2025-08-24 09:27:13
567,567,marriage,24,34,161,169,"[""Wuhan"", ""Shanghai""]",1,1,1,2y,dont_want,,buddhism,[],"[""family_oriented"", ""chef""]",2025-06-25 09:27:13,2025-06-25 09:27:13
568,568,marriage,22,27,159,177,"[""Hangzhou"", ""Suzhou""]",1,1,1,2y,flexible,flexible,buddhism,"[""pet_reject"", ""heavy_drinking""]","[""family_oriented""]",2025-08-29 09:27:13,2025-08-29 09:27:13
569,569,dating,27,37,157,174,"[""Tianjin"", ""Beijing"", ""Suzhou""]",1,1,1,flexible,unknown,with_parents,christian,"[""heavy_drinking""]",[],2025-08-22 09:27:13,2025-08-22 09:27:13
570,570,dating,28,33,153,171,"[""Wuhan"", ""Beijing""]",0,0,1,,,flexible,christian,"[""pet_reject""]","[""financially_prudent"", ""reader"", ""traveler""]",2025-07-02 09:27:13,2025-07-02 09:27:13
571,571,dating,26,35,156,167,"[""Chengdu"", ""Wuhan"", ""Suzhou""]",0,1,1,2y,dont_want,flexible,,[],"[""traveler"", ""reader"", ""financially_prudent""]",2025-09-11 09:27:13,2025-09-11 09:27:13
572,572,dating,24,27,157,169,"[""Hangzhou"", ""Shanghai""]",1,1,0,2y,dont_want,with_parents,,"[""heavy_drinking"", ""pet_reject""]","[""financially_prudent"", ""family_oriented"", ""sporty""]",2025-07-24 09:27:13,2025-07-24 09:27:13
573,573,marriage,25,35,160,175,"[""Beijing""]",0,1,0,flexible,flexible,,taoism,[],"[""chef"", ""reader"", ""financially_prudent""]",2025-08-04 09:27:13,2025-08-04 09:27:13
