id,user_id,activity_id,status,group_no,liked_user_ids,review,created_at
390,799,7,applied,,[1097],氛围不错,2025-06-12 11:18:51
391,1495,10,checked_in,B,[],氛围不错,2025-07-19 11:18:51
392,624,9,applied,,"[1499, 1264]",活动很棒,2025-08-19 11:18:51
393,1039,4,checked_in,A,"[202, 1514]",组织有序,2025-08-28 11:18:51
394,1087,9,rejected,,"[1813, 332]",组织有序,2025-08-02 11:18:51
395,1157,5,rejected,A,[1287],,2025-08-12 11:18:51
396,415,2,checked_in,A,"[1116, 718]",氛围不错,2025-08-04 11:18:51
397,813,9,checked_in,B,"[417, 1927]",氛围不错,2025-06-30 11:18:51
398,1375,8,rejected,B,"[1758, 83, 558]",组织有序,2025-07-11 11:18:51
399,769,8,applied,A,"[1856, 988]",活动很棒,2025-07-08 11:18:51
400,1859,3,absent,B,[],,2025-07-19 11:18:51
401,50,1,absent,C,[],,2025-07-09 11:18:51
402,1443,5,applied,,[1776],氛围不错,2025-06-21 11:18:51
403,508,6,absent,,"[1863, 1891]",氛围不错,2025-08-13 11:18:51
404,979,3,applied,A,"[1952, 1403]",活动很棒,2025-09-06 11:18:51
405,250,4,absent,A,[423],氛围不错,2025-08-21 11:18:51
406,222,10,applied,,"[923, 108]",氛围不错,2025-06-20 11:18:51
407,413,8,checked_in,,[],组织有序,2025-07-23 11:18:51
408,579,6,checked_in,C,"[799, 1424, 585]",活动很棒,2025-06-22 11:18:51
409,855,2,absent,A,[98],活动很棒,2025-07-20 11:18:51
410,505,7,absent,A,[],氛围不错,2025-08-10 11:18:51
411,1907,7,applied,B,[],活动很棒,2025-07-30 11:18:51
412,555,7,checked_in,C,"[1780, 1043]",组织有序,2025-08-07 11:18:51
413,779,4,approved,B,[1375],组织有序,2025-07-25 11:18:51
414,554,10,approved,C,"[1591, 1486, 934]",活动很棒,2025-06-29 11:18:51
415,315,4,absent,B,"[279, 380, 533]",活动很棒,2025-09-06 11:18:51
416,1237,9,checked_in,,[1205],氛围不错,2025-07-25 11:18:51
417,1030,4,absent,C,[],活动很棒,2025-07-11 11:18:51
418,1962,3,rejected,C,"[1634, 1354, 149]",活动很棒,2025-07-14 11:18:51
419,1128,8,rejected,C,[133],活动很棒,2025-06-22 11:18:51
420,279,9,checked_in,,"[1946, 287]",氛围不错,2025-06-25 11:18:51
421,759,9,applied,A,"[741, 1226, 152]",活动很棒,2025-07-12 11:18:51
422,1126,8,approved,B,[557],组织有序,2025-07-29 11:18:51
423,580,3,absent,,[],氛围不错,2025-08-18 11:18:51
424,289,1,applied,C,[1274],组织有序,2025-06-23 11:18:51
425,64,4,applied,,"[1102, 1645, 736]",,2025-08-19 11:18:51
426,450,10,applied,C,"[1365, 263]",组织有序,2025-07-20 11:18:51
427,1274,9,checked_in,,[],活动很棒,2025-08-20 11:18:51
428,133,1,applied,B,[1534],活动很棒,2025-09-05 11:18:51
429,1652,10,absent,,[],氛围不错,2025-07-30 11:18:51
430,1621,5,absent,B,"[973, 1659]",,2025-07-10 11:18:51
431,547,4,checked_in,,"[652, 281]",,2025-07-04 11:18:51
432,44,10,absent,A,[1899],活动很棒,2025-08-04 11:18:51
433,347,7,checked_in,,"[830, 1793, 516]",活动很棒,2025-08-30 11:18:51
434,196,3,approved,C,[373],活动很棒,2025-07-23 11:18:51
435,681,2,absent,A,"[468, 894, 42]",组织有序,2025-07-09 11:18:51
436,1685,9,checked_in,B,"[989, 1049, 1030]",氛围不错,2025-08-01 11:18:51
437,3,6,absent,A,"[1172, 1164]",氛围不错,2025-09-01 11:18:51
438,514,4,applied,A,"[967, 1901, 370]",,2025-06-30 11:18:51
439,1906,2,approved,C,"[1705, 287]",,2025-06-15 11:18:51
440,79,3,applied,C,[984],活动很棒,2025-09-05 11:18:51
441,781,6,approved,B,[],,2025-08-31 11:18:51
442,1700,7,absent,B,"[827, 102]",,2025-08-30 11:18:51
443,1004,9,approved,,[],,2025-08-06 11:18:51
444,1919,4,applied,C,"[424, 1105]",组织有序,2025-07-18 11:18:51
445,961,2,applied,A,"[1022, 254]",,2025-06-20 11:18:51
446,1925,8,approved,B,[1831],活动很棒,2025-08-13 11:18:51
447,1155,4,checked_in,,[1211],氛围不错,2025-09-05 11:18:51
448,1815,4,applied,A,[],氛围不错,2025-07-06 11:18:51
449,722,5,checked_in,A,[],组织有序,2025-08-01 11:18:51
450,1968,6,absent,,"[1641, 1541]",,2025-08-23 11:18:51
451,1497,4,absent,C,"[105, 1090, 5]",,2025-08-06 11:18:51
452,804,7,rejected,,"[1970, 558]",活动很棒,2025-08-26 11:18:51
453,850,4,approved,A,[],,2025-08-07 11:18:51
454,840,6,checked_in,C,"[1276, 73, 1232]",活动很棒,2025-09-02 11:18:51
455,103,7,approved,C,[],活动很棒,2025-07-21 11:18:51
456,524,7,rejected,B,"[1222, 461]",,2025-08-03 11:18:51
457,635,8,approved,,[],,2025-08-04 11:18:51
458,1112,8,applied,C,[1583],,2025-06-26 11:18:51
459,381,10,absent,,[],氛围不错,2025-07-13 11:18:51
460,927,1,applied,B,"[1179, 1243]",组织有序,2025-08-21 11:18:51
461,949,6,applied,B,[1776],氛围不错,2025-09-02 11:18:51
462,1793,2,absent,,[],组织有序,2025-08-17 11:18:51
463,526,2,rejected,,[],,2025-08-25 11:18:51
464,1573,1,absent,B,"[1439, 1384]",,2025-07-17 11:18:51
465,1187,9,absent,,"[1087, 1195]",组织有序,2025-07-16 11:18:51
466,291,8,approved,C,[1217],组织有序,2025-08-16 11:18:51
467,989,9,applied,A,"[1196, 1968, 874]",氛围不错,2025-06-23 11:18:51
468,1637,4,approved,,"[353, 725]",氛围不错,2025-07-19 11:18:51
469,1450,3,checked_in,C,"[1831, 1819, 1025]",组织有序,2025-06-16 11:18:51
470,106,5,checked_in,,[563],氛围不错,2025-09-05 11:18:51
471,834,4,approved,A,"[922, 1320, 52]",组织有序,2025-07-26 11:18:51
472,860,4,applied,A,"[849, 653, 1119]",组织有序,2025-07-17 11:18:51
473,641,8,checked_in,A,"[919, 1188, 229]",氛围不错,2025-06-27 11:18:51
474,702,3,absent,C,[],活动很棒,2025-06-20 11:18:51
475,1084,6,approved,C,"[488, 581]",氛围不错,2025-07-03 11:18:51
476,431,6,rejected,,"[1430, 530]",组织有序,2025-06-25 11:18:51
477,1139,2,checked_in,,"[1427, 1358]",,2025-08-05 11:18:51
478,1870,5,approved,,[],氛围不错,2025-07-25 11:18:51
479,1489,3,checked_in,C,[1458],氛围不错,2025-09-09 11:18:51
480,974,10,rejected,C,"[1167, 661, 938]",,2025-08-21 11:18:51
481,1785,3,approved,A,"[233, 850]",,2025-09-06 11:18:51
482,1887,1,checked_in,C,"[1964, 500]",活动很棒,2025-09-08 11:18:51
483,1221,8,rejected,B,"[77, 1917, 926]",,2025-08-06 11:18:51
484,1418,4,approved,,[230],氛围不错,2025-06-25 11:18:51
485,1865,9,absent,B,"[630, 767]",活动很棒,2025-07-07 11:18:51
486,1977,7,absent,C,[1625],氛围不错,2025-08-12 11:18:51
487,1928,2,approved,,"[329, 989]",,2025-09-02 11:18:51
488,704,2,rejected,,[],,2025-08-20 11:18:51
489,789,5,rejected,,"[1170, 38]",氛围不错,2025-06-14 11:18:51
490,1436,10,approved,,[],活动很棒,2025-07-28 11:18:51
491,564,4,absent,A,"[108, 15, 1051]",氛围不错,2025-08-28 11:18:51
492,558,3,applied,,"[865, 45]",氛围不错,2025-08-29 11:18:51
493,906,1,absent,,[275],氛围不错,2025-07-11 11:18:51
494,730,1,checked_in,A,"[130, 746, 673]",组织有序,2025-08-21 11:18:51
495,1239,6,absent,,[646],氛围不错,2025-06-16 11:18:51
496,1118,3,applied,B,[],活动很棒,2025-09-07 11:18:51
497,55,1,absent,,[],活动很棒,2025-07-09 11:18:51
498,1071,6,checked_in,A,"[1540, 1053, 1805]",,2025-09-02 11:18:51
499,1957,5,checked_in,A,[],活动很棒,2025-07-19 11:18:51
500,1531,3,absent,A,[],组织有序,2025-08-01 11:18:51
501,918,6,approved,B,"[1909, 689]",,2025-08-13 11:18:51
502,1635,4,rejected,A,[],氛围不错,2025-07-04 11:18:51
503,1513,9,approved,,"[1899, 1284, 1339]",活动很棒,2025-08-20 11:18:51
504,443,4,checked_in,C,[739],组织有序,2025-07-01 11:18:51
505,593,2,applied,A,"[1870, 463, 1839]",活动很棒,2025-06-17 11:18:51
506,1174,3,rejected,B,"[41, 358, 965]",氛围不错,2025-07-26 11:18:51
507,1673,6,checked_in,A,"[1931, 813]",,2025-06-19 11:18:51
508,696,1,absent,,"[1338, 1343]",氛围不错,2025-07-22 11:18:51
509,468,9,applied,C,"[796, 1927, 1440]",氛围不错,2025-08-29 11:18:51
510,247,6,checked_in,B,[633],活动很棒,2025-06-15 11:18:51
511,501,6,approved,B,"[1322, 1533]",活动很棒,2025-08-11 11:18:51
512,1215,4,approved,A,"[277, 1466, 647]",氛围不错,2025-06-18 11:18:51
513,1439,1,rejected,A,"[7, 512, 1507]",,2025-06-12 11:18:51
514,1597,2,checked_in,,"[1746, 1227, 836]",组织有序,2025-08-21 11:18:51
515,1507,4,applied,A,[],组织有序,2025-06-21 11:18:51
516,172,4,absent,,[],组织有序,2025-09-04 11:18:51
517,1983,6,approved,C,[897],氛围不错,2025-09-05 11:18:51
518,238,6,approved,C,[],氛围不错,2025-07-17 11:18:51
519,1025,9,absent,C,"[1585, 1334]",活动很棒,2025-06-24 11:18:51
520,617,5,absent,B,"[164, 493, 928]",活动很棒,2025-07-14 11:18:51
521,377,1,absent,B,[],组织有序,2025-07-16 11:18:51
522,1276,7,absent,,"[627, 21, 1913]",组织有序,2025-08-02 11:18:51
523,714,5,checked_in,C,"[253, 877]",组织有序,2025-08-20 11:18:51
524,1560,3,rejected,,[],,2025-08-30 11:18:51
525,1335,6,absent,,[],活动很棒,2025-08-29 11:18:51
526,1714,6,absent,,"[1314, 966, 1905]",氛围不错,2025-08-26 11:18:51
527,902,3,checked_in,B,[],氛围不错,2025-07-19 11:18:51
528,1089,9,approved,A,"[564, 916, 950]",氛围不错,2025-08-24 11:18:51
529,606,9,approved,C,"[673, 421, 404]",活动很棒,2025-09-08 11:18:51
530,1310,8,checked_in,,"[123, 1086]",,2025-07-26 11:18:51
531,117,7,checked_in,,"[1196, 850, 1805]",氛围不错,2025-09-04 11:18:51
532,1894,7,approved,C,[1556],组织有序,2025-09-09 11:18:51
533,647,3,absent,A,"[1610, 139, 676]",活动很棒,2025-07-14 11:18:51
534,365,10,rejected,C,"[1494, 1364, 326]",氛围不错,2025-09-01 11:18:51
535,1846,2,absent,C,[],氛围不错,2025-06-18 11:18:51
536,1381,1,applied,A,"[1173, 1603]",活动很棒,2025-06-25 11:18:51
537,1556,8,rejected,A,[1428],氛围不错,2025-06-22 11:18:51
538,1781,5,absent,B,[588],活动很棒,2025-07-08 11:18:51
539,435,3,applied,C,"[1057, 498, 364]",,2025-08-28 11:18:51
540,930,1,checked_in,C,"[1261, 1266]",活动很棒,2025-08-10 11:18:51
541,170,1,checked_in,A,[11],氛围不错,2025-09-04 11:18:51
542,1003,2,absent,,"[405, 1778, 963]",组织有序,2025-08-18 11:18:51
543,933,3,rejected,A,"[1122, 1280, 616]",,2025-08-18 11:18:51
544,627,3,approved,C,[1952],组织有序,2025-08-19 11:18:51
545,1122,10,checked_in,,[1258],氛围不错,2025-08-08 11:18:51
546,672,5,absent,,"[903, 540, 1914]",,2025-07-08 11:18:51
547,955,4,approved,C,"[329, 881]",活动很棒,2025-06-29 11:18:51
548,675,4,approved,C,"[1767, 527]",组织有序,2025-08-27 11:18:51
549,281,4,rejected,B,[1297],,2025-08-14 11:18:51
550,1140,2,rejected,C,[],氛围不错,2025-08-27 11:18:51
551,101,2,rejected,B,"[1160, 1713, 153]",组织有序,2025-08-11 11:18:51
552,397,6,checked_in,B,[1663],氛围不错,2025-07-04 11:18:51
553,625,4,applied,C,"[477, 399]",活动很棒,2025-09-07 11:18:51
554,1372,7,checked_in,C,"[1010, 1232]",组织有序,2025-06-24 11:18:51
555,782,2,rejected,B,"[545, 1156, 171]",,2025-06-29 11:18:51
556,1453,5,absent,,"[1962, 1674]",,2025-07-29 11:18:51
557,1917,1,absent,B,[570],,2025-07-18 11:18:51
558,95,4,checked_in,C,"[774, 1040]",组织有序,2025-06-20 11:18:51
559,1411,8,absent,,"[795, 292, 147]",氛围不错,2025-07-09 11:18:51
560,892,7,checked_in,B,"[768, 1391, 1480]",,2025-06-15 11:18:51
561,152,7,approved,,"[55, 560, 432]",氛围不错,2025-07-18 11:18:51
562,360,3,applied,C,"[336, 656, 339]",,2025-08-19 11:18:51
563,1242,8,approved,A,"[1320, 159, 1141]",氛围不错,2025-09-08 11:18:51
564,666,9,approved,A,"[1872, 1573, 1045]",,2025-09-05 11:18:51
565,29,3,checked_in,,[],,2025-06-22 11:18:51
566,1473,4,rejected,A,[],组织有序,2025-06-12 11:18:51
567,437,1,approved,B,"[1045, 591, 1337]",组织有序,2025-08-24 11:18:51
568,613,1,checked_in,C,[],组织有序,2025-08-19 11:18:51
569,1014,3,checked_in,C,[1702],组织有序,2025-06-12 11:18:51
570,1622,5,absent,B,[],氛围不错,2025-08-13 11:18:51
571,1469,7,rejected,C,"[953, 717, 591]",氛围不错,2025-08-19 11:18:51
572,145,9,applied,,"[1319, 916, 891]",氛围不错,2025-07-22 11:18:51
573,1441,5,approved,,"[124, 1357]",组织有序,2025-07-21 11:18:51
574,1377,6,applied,C,"[970, 123, 1100]",氛围不错,2025-07-11 11:18:51
575,997,1,applied,C,"[923, 380, 332]",,2025-06-25 11:18:51
576,324,9,absent,C,[],氛围不错,2025-06-15 11:18:51
577,1951,10,applied,B,[],组织有序,2025-06-19 11:18:51
578,1131,10,approved,A,"[12, 1400]",组织有序,2025-07-07 11:18:51
579,1454,10,approved,C,"[684, 740, 103]",,2025-09-04 11:18:51
580,928,8,checked_in,C,[1900],组织有序,2025-07-08 11:18:51
581,177,9,applied,B,"[188, 107]",,2025-08-19 11:18:51
582,630,5,approved,B,[885],活动很棒,2025-07-10 11:18:51
583,1578,7,absent,A,"[1021, 1828]",氛围不错,2025-07-09 11:18:51
584,1722,7,applied,B,[],活动很棒,2025-08-31 11:18:51
585,857,1,absent,A,[420],活动很棒,2025-07-15 11:18:51
586,404,9,absent,A,"[141, 943, 1051]",氛围不错,2025-08-24 11:18:51
587,487,2,rejected,A,"[1872, 613]",氛围不错,2025-06-18 11:18:51
588,1553,10,checked_in,B,"[15, 1107]",,2025-08-25 11:18:51
589,572,3,absent,C,[],氛围不错,2025-07-17 11:18:51
590,833,10,checked_in,C,[1964],组织有序,2025-08-13 11:18:51
591,370,2,checked_in,,"[1900, 1436]",组织有序,2025-06-22 11:18:51
592,587,3,applied,B,[],组织有序,2025-06-28 11:18:51
593,939,10,approved,B,[974],氛围不错,2025-09-03 11:18:51
594,81,7,checked_in,C,"[1650, 1862]",活动很棒,2025-08-12 11:18:51
595,471,3,applied,,"[35, 1095, 573]",氛围不错,2025-06-25 11:18:51
596,1594,9,rejected,B,[],活动很棒,2025-08-29 11:18:51
597,1589,8,checked_in,A,"[1138, 1318]",活动很棒,2025-09-01 11:18:51
598,988,3,applied,,[970],活动很棒,2025-09-01 11:18:51
599,678,5,checked_in,A,"[247, 987, 102]",活动很棒,2025-08-18 11:18:51
600,479,9,checked_in,C,[1703],活动很棒,2025-08-11 11:18:51
