id,user_id,coupon_code,status,expire_at,created_at
327,1629,CPNLSYCF8,used,2025-11-23 11:18:51,2025-08-05 11:18:51
328,1636,CPNUR4ZCT,expired,2025-11-01 11:18:51,2025-08-19 11:18:51
329,1639,CPNN12Y6P,used,2025-12-07 11:18:51,2025-07-01 11:18:51
330,1641,CPND2OKR3,expired,2025-11-08 11:18:51,2025-07-14 11:18:51
331,1653,CPNJEOD0S,unused,2025-12-27 11:18:51,2025-07-27 11:18:51
332,1656,CPNH9PB2T,used,2025-12-01 11:18:51,2025-07-07 11:18:51
333,1659,CPNMMG7GI,used,2025-12-08 11:18:51,2025-08-31 11:18:51
334,1664,CPNTRY5L3,unused,2026-01-03 11:18:51,2025-06-23 11:18:51
335,1665,CPNXMNNJD,expired,2025-10-22 11:18:51,2025-07-24 11:18:51
336,1667,CPNLILRPJ,used,2025-10-25 11:18:51,2025-08-13 11:18:51
337,1674,CPNVV955S,unused,2025-11-25 11:18:51,2025-08-07 11:18:51
338,1675,CPNLCJ7AX,expired,2025-12-13 11:18:51,2025-07-21 11:18:51
339,1681,CPNHV42K1,used,2025-11-18 11:18:51,2025-07-26 11:18:51
340,1683,CPN9TSDFT,expired,2026-01-06 11:18:51,2025-07-13 11:18:51
341,1684,CPNJBPQ4T,expired,2025-10-20 11:18:51,2025-06-15 11:18:51
342,1687,CPNA3U6D8,unused,2025-11-25 11:18:51,2025-06-24 11:18:51
343,1699,CPNAVV4C3,unused,2025-12-30 11:18:51,2025-07-14 11:18:51
344,1702,CPNYF45G2,expired,2025-11-02 11:18:51,2025-09-03 11:18:51
345,1704,CPNLLM0WH,unused,2025-12-03 11:18:51,2025-07-11 11:18:51
346,1712,CPN1LIGD0,used,2025-11-12 11:18:51,2025-08-02 11:18:51
347,1722,CPNY7KCR6,expired,2026-01-04 11:18:51,2025-08-05 11:18:51
348,1725,CPNEGJN2Z,used,2025-12-27 11:18:51,2025-06-12 11:18:51
349,1728,CPNY0TZLZ,expired,2025-12-04 11:18:51,2025-06-28 11:18:51
350,1729,CPNZ6KIKW,used,2025-12-18 11:18:51,2025-07-23 11:18:51
351,1732,CPN9XGENC,used,2026-01-08 11:18:51,2025-06-27 11:18:51
352,1734,CPNTHWP7Y,used,2026-01-05 11:18:51,2025-08-15 11:18:51
353,1735,CPNBYJN8R,expired,2025-12-23 11:18:51,2025-07-29 11:18:51
354,1739,CPNBTG81Q,expired,2025-12-06 11:18:51,2025-08-07 11:18:51
355,1743,CPN63PU5Q,unused,2025-12-04 11:18:51,2025-08-15 11:18:51
356,1746,CPNB7OS1U,used,2025-10-21 11:18:51,2025-08-07 11:18:51
357,1752,CPNCGW3EY,used,2026-01-06 11:18:51,2025-07-05 11:18:51
358,1765,CPN811BI3,used,2025-11-03 11:18:51,2025-08-10 11:18:51
359,1773,CPNOLMQL1,expired,2025-12-16 11:18:51,2025-08-14 11:18:51
360,1776,CPNBZVMK6,unused,2025-10-22 11:18:51,2025-08-03 11:18:51
361,1780,CPNNP9E3J,unused,2025-11-23 11:18:51,2025-08-15 11:18:51
362,1784,CPN1L8UG0,unused,2025-11-15 11:18:51,2025-07-05 11:18:51
363,1785,CPNJDKTRJ,used,2025-12-09 11:18:51,2025-08-20 11:18:51
364,1787,CPNCMEXMP,used,2026-01-08 11:18:51,2025-06-12 11:18:51
365,1790,CPNGFLIYX,expired,2025-12-16 11:18:51,2025-07-29 11:18:51
366,1802,CPNXWAPKC,used,2025-12-28 11:18:51,2025-07-09 11:18:51
367,1806,CPNA916MB,expired,2025-11-19 11:18:51,2025-08-26 11:18:51
368,1809,CPNNB0YY4,expired,2025-12-29 11:18:51,2025-08-24 11:18:51
369,1810,CPN0J1O6G,unused,2026-01-06 11:18:51,2025-07-02 11:18:51
370,1811,CPN16S5XB,used,2025-11-22 11:18:51,2025-08-08 11:18:51
371,1813,CPNCCHVSS,used,2025-10-24 11:18:51,2025-06-22 11:18:51
372,1819,CPN6FVBD9,expired,2025-12-01 11:18:51,2025-09-10 11:18:51
373,1824,CPN1GJPNC,used,2025-11-24 11:18:51,2025-06-20 11:18:51
374,1830,CPNXIIKGS,expired,2025-10-30 11:18:51,2025-08-31 11:18:51
375,1831,CPNFP1FSQ,expired,2025-11-08 11:18:51,2025-06-13 11:18:51
376,1836,CPNLWVBLU,used,2025-11-06 11:18:51,2025-08-06 11:18:51
377,1839,CPNMVX7OV,unused,2025-12-15 11:18:51,2025-08-10 11:18:51
378,1840,CPN6GENRE,expired,2026-01-01 11:18:51,2025-07-06 11:18:51
379,1843,CPNUC5QHA,expired,2025-11-26 11:18:51,2025-08-05 11:18:51
380,1848,CPNNQROIT,unused,2025-11-16 11:18:51,2025-07-18 11:18:51
381,1849,CPN9UI3HV,used,2025-12-29 11:18:51,2025-07-29 11:18:51
382,1850,CPNJQW7F9,expired,2025-11-27 11:18:51,2025-07-28 11:18:51
383,1858,CPNBY4KY6,used,2025-11-02 11:18:51,2025-07-05 11:18:51
384,1861,CPNGFV4L5,used,2026-01-06 11:18:51,2025-07-31 11:18:51
385,1867,CPNKKA0RR,unused,2025-12-03 11:18:51,2025-06-22 11:18:51
386,1868,CPN4XM905,used,2026-01-08 11:18:51,2025-07-12 11:18:51
387,1873,CPNNQ1OCP,unused,2025-10-31 11:18:51,2025-07-29 11:18:51
388,1879,CPNRTH4A8,expired,2025-10-27 11:18:51,2025-06-27 11:18:51
389,1880,CPNPXYMC1,unused,2026-01-02 11:18:51,2025-07-07 11:18:51
390,1881,CPNYKG9SC,expired,2025-11-12 11:18:51,2025-07-20 11:18:51
391,1887,CPN2IDAVJ,expired,2025-10-19 11:18:51,2025-08-17 11:18:51
392,1889,CPN8MBJMS,expired,2025-10-29 11:18:51,2025-09-02 11:18:51
393,1890,CPNTL7HWZ,used,2025-12-24 11:18:51,2025-08-17 11:18:51
394,1902,CPNXD2BI7,used,2025-11-13 11:18:51,2025-06-30 11:18:51
395,1910,CPNBE1V94,expired,2025-10-26 11:18:51,2025-09-04 11:18:51
396,1916,CPNZQSTD1,unused,2025-10-18 11:18:51,2025-07-15 11:18:51
397,1917,CPNS7HXGR,expired,2025-12-06 11:18:51,2025-07-05 11:18:51
398,1926,CPNW210P5,unused,2025-12-13 11:18:51,2025-07-20 11:18:51
399,1927,CPN9LE5AD,expired,2025-12-13 11:18:51,2025-06-21 11:18:51
400,1939,CPNNHIKH4,used,2025-11-12 11:18:51,2025-09-07 11:18:51
401,1940,CPNCJLJFV,unused,2025-11-10 11:18:51,2025-08-17 11:18:51
402,1945,CPNKWDW0I,expired,2025-12-12 11:18:51,2025-08-21 11:18:51
403,1946,CPNS2H3YN,unused,2026-01-03 11:18:51,2025-09-04 11:18:51
404,1949,CPN5GSSCS,expired,2025-11-23 11:18:51,2025-07-27 11:18:51
405,1960,CPNXD0D3A,unused,2026-01-03 11:18:51,2025-07-18 11:18:51
406,1962,CPNHRFCJO,unused,2026-01-08 11:18:51,2025-08-20 11:18:51
407,1964,CPNPNSGHA,expired,2025-12-14 11:18:51,2025-08-07 11:18:51
408,1966,CPNKPIDBY,used,2025-11-07 11:18:51,2025-07-19 11:18:51
409,1969,CPN0JNPHM,used,2025-11-01 11:18:51,2025-08-13 11:18:51
410,1970,CPNZHDOJH,expired,2025-12-31 11:18:51,2025-07-04 11:18:51
411,1971,CPNDDVZTZ,expired,2026-01-02 11:18:51,2025-07-28 11:18:51
412,1977,CPNXZ2T7L,used,2025-12-20 11:18:51,2025-07-16 11:18:51
413,1980,CPN0NOQ91,expired,2025-11-12 11:18:51,2025-07-11 11:18:51
414,1997,CPN3LCZAW,used,2025-11-25 11:18:51,2025-08-18 11:18:51
415,2000,CPN6287JR,used,2025-10-22 11:18:51,2025-08-14 11:18:51
